Algorithm,TaskCount,Seed,Makespan,LoadBalanceRatio
WOA,5000,59,1644.5863,0.8207
GWO,5000,59,2026.4705,0.9001
HHO,5000,59,1664.5066,0.8919
DBO,5000,59,1902.7131,0.8821
PSO,5000,59,2026.4705,0.9001
AOA,5000,59,2026.4705,0.9001
LSCBO-LS-final,5000,60,2151.4208,1.1087
LSCBO-LS-wrong,5000,60,1382.5856,0.6731
CBO,5000,60,5866.3023,1.7480
GTO,5000,60,2147.3988,1.0377
WOA,5000,60,1429.6841,1.1157
GWO,5000,60,2391.3037,1.1334
HHO,5000,60,1807.7423,0.9038
DBO,5000,60,4528.9859,1.3320
PSO,5000,60,4006.3007,1.6482
AOA,5000,60,2329.7688,1.1197
LSCBO-LS-final,5000,61,2000.8812,0.7328
LSCBO-LS-wrong,5000,61,2013.1725,0.7349
CBO,5000,61,3439.2708,0.9899
GTO,5000,61,2945.6926,0.9198
WOA,5000,61,2573.9335,0.8345
GWO,5000,61,3446.6369,0.9685
HHO,5000,61,3008.4404,1.0124
DBO,5000,61,3208.5562,0.9462
PSO,5000,61,3446.6369,0.9685
AOA,5000,61,3446.6369,0.9685
LSCBO-LS-final,5000,62,677.7790,0.4055
LSCBO-LS-wrong,5000,62,693.9529,0.3816
CBO,5000,62,2149.0041,1.3118
GTO,5000,62,1480.2196,0.8484
WOA,5000,62,1110.3243,0.8761
GWO,5000,62,1553.3540,0.8742
HHO,5000,62,918.2378,0.6469
DBO,5000,62,1629.8694,0.6424
PSO,5000,62,1867.5583,0.8649
AOA,5000,62,1938.1779,1.0098
LSCBO-LS-final,5000,63,3583.0592,1.1134
LSCBO-LS-wrong,5000,63,3396.4923,1.0908
CBO,5000,63,7474.9861,1.4279
GTO,5000,63,4999.7065,1.4716
WOA,5000,63,6387.4487,1.7573
GWO,5000,63,7474.9861,1.4279
HHO,5000,63,7247.8394,1.8663
DBO,5000,63,5742.1219,1.3216
PSO,5000,63,7474.9861,1.4279
AOA,5000,63,7384.5441,1.4789
LSCBO-LS-final,5000,64,1463.4509,0.5652
LSCBO-LS-wrong,5000,64,1472.3596,0.5703
CBO,5000,64,2982.1182,0.8428
GTO,5000,64,1981.7791,0.6727
WOA,5000,64,2351.3379,0.7990
GWO,5000,64,2982.1182,0.8428
HHO,5000,64,2645.7909,0.7777
DBO,5000,64,2644.3397,0.7765
PSO,5000,64,2938.2076,0.8688
AOA,5000,64,2751.0501,0.8482
LSCBO-LS-final,5000,65,2018.4588,1.0682
LSCBO-LS-wrong,5000,65,2240.7710,0.9077
CBO,5000,65,7606.1032,1.4219
GTO,5000,65,3402.7610,1.2935
WOA,5000,65,2530.8297,1.2828
GWO,5000,65,3413.9675,1.1434
HHO,5000,65,3419.3717,1.3307
DBO,5000,65,5749.2901,1.3023
PSO,5000,65,3802.9799,1.5848
AOA,5000,65,4127.4862,1.5921
LSCBO-LS-final,5000,66,2072.4600,0.9274
LSCBO-LS-wrong,5000,66,2265.1529,0.9475
CBO,5000,66,2981.9918,1.5760
GTO,5000,66,2348.6069,1.0629
WOA,5000,66,2424.9480,1.0694
GWO,5000,66,3298.4827,1.2851
HHO,5000,66,2889.0789,1.1968
DBO,5000,66,3635.2777,1.1574
PSO,5000,66,3503.4570,1.2112
AOA,5000,66,4255.3569,1.7085
LSCBO-LS-final,5000,67,1902.6757,1.0121
LSCBO-LS-wrong,5000,67,1803.5040,0.8275
CBO,5000,67,4337.8284,1.3252
GTO,5000,67,2226.5855,1.1456
WOA,5000,67,2649.3906,1.3780
GWO,5000,67,1958.3119,0.9624
HHO,5000,67,2094.3243,1.2000
DBO,5000,67,3064.5279,1.0664
PSO,5000,67,3118.7788,1.3431
AOA,5000,67,2012.8038,1.0720
LSCBO-LS-final,5000,68,937.4642,0.4780
LSCBO-LS-wrong,5000,68,1024.8324,0.5277
CBO,5000,68,1638.9501,0.7015
GTO,5000,68,1390.9515,0.6095
WOA,5000,68,1573.2700,0.6902
GWO,5000,68,1638.9501,0.7015
HHO,5000,68,1615.2002,0.7290
DBO,5000,68,1442.1692,0.6779
PSO,5000,68,1638.9501,0.7015
AOA,5000,68,1635.9508,0.7197
LSCBO-LS-final,5000,69,855.4443,0.4929
LSCBO-LS-wrong,5000,69,955.4460,0.4884
CBO,5000,69,1599.8644,0.6838
GTO,5000,69,1140.4538,0.6191
WOA,5000,69,1301.7897,0.6145
GWO,5000,69,1186.7077,0.6377
HHO,5000,69,1242.2735,0.6011
DBO,5000,69,1337.0259,0.6342
PSO,5000,69,1489.8886,0.7341
AOA,5000,69,1714.1439,0.8639
LSCBO-LS-final,5000,70,1433.0967,0.9627
LSCBO-LS-wrong,5000,70,2025.3813,0.8284
CBO,5000,70,2699.2598,1.2064
GTO,5000,70,3152.8768,1.1728
WOA,5000,70,3463.8415,1.0652
GWO,5000,70,3154.5778,1.1196
HHO,5000,70,2534.5372,0.9735
DBO,5000,70,4094.6944,1.1872
PSO,5000,70,3739.6329,1.2162
AOA,5000,70,4422.2789,1.6661
LSCBO-LS-final,5000,71,1685.6015,0.8619
LSCBO-LS-wrong,5000,71,1588.3197,0.6981
CBO,5000,71,3534.8499,1.1906
GTO,5000,71,2267.1700,0.8888
WOA,5000,71,2379.1337,0.9428
GWO,5000,71,3262.0451,0.9927
HHO,5000,71,2293.7389,1.0239
DBO,5000,71,2983.2700,0.9847
PSO,5000,71,3117.1361,1.2950
AOA,5000,71,3546.7453,1.4034
LSCBO-LS-final,5000,72,2820.1217,1.0466
LSCBO-LS-wrong,5000,72,3786.7335,1.1496
CBO,5000,72,9170.0435,1.5554
GTO,5000,72,5579.8775,1.5969
WOA,5000,72,4353.7083,1.4217
GWO,5000,72,6966.5671,1.5202
HHO,5000,72,3915.6081,1.9449
DBO,5000,72,7471.9876,1.4518
PSO,5000,72,6703.7342,1.5319
AOA,5000,72,4266.8464,1.6696
