Algorithm,Decoder,TaskCount,VMCount,Seed,Makespan,Cost,Energy,LoadBalanceIndex,ImbalanceDegree,ExecutionTimeMs
CBO,GREEDY_REPAIR,2000,50,54,2679.1960,60437.6630,20410168.1600,0.7010,0.4266,15
CBO,GREEDY_REPAIR,2000,50,55,2616.5400,59665.0810,19960780.9600,0.7020,0.4245,16
CBO,GREEDY_REPAIR,2000,50,56,2668.6000,60042.0450,20236339.0200,0.7076,0.4132,15
CBO,GREEDY_REPAIR,2000,50,57,2691.4280,59309.4320,20173543.3067,0.6682,0.4965,15
CBO,GREEDY_REPAIR,2000,50,58,2566.7900,59187.2270,19634650.1733,0.7098,0.4089,14
CBO,GREEDY_REPAIR,2000,50,59,2615.8440,60974.6380,20113007.2000,0.7040,0.4205,16
CBO,GREEDY_REPAIR,2000,50,60,2596.1540,60711.6370,19907999.6267,0.6977,0.4333,14
CBO,GREEDY_REPAIR,2000,50,61,2546.8180,59539.0310,19604606.9867,0.7043,0.4199,14
CBO,GREEDY_REPAIR,2000,50,62,2732.7720,60096.8540,20574148.2400,0.7042,0.4200,14
CBO,GREEDY_REPAIR,2000,50,63,2466.9320,59364.2240,19142270.6000,0.6968,0.4351,14
CBO,GREEDY_REPAIR,2000,50,64,2530.2660,60097.8890,19565920.0533,0.7083,0.4117,15
CBO,GREEDY_REPAIR,2000,50,65,2527.5320,59445.2800,19430392.2267,0.7176,0.3936,15
CBO,GREEDY_REPAIR,2000,50,66,2498.6460,60763.0910,19454549.0867,0.7152,0.3983,14
CBO,GREEDY_REPAIR,2000,50,67,2427.7400,60750.5060,19075476.9133,0.7218,0.3855,14
CBO,GREEDY_REPAIR,2000,50,68,2550.1840,59567.4800,19598681.1400,0.7082,0.4121,14
CBO,GREEDY_REPAIR,2000,50,69,2661.1140,59874.8750,20304792.5867,0.6847,0.4606,15
CBO,GREEDY_REPAIR,2000,50,70,2516.5160,60152.6730,19480930.9600,0.7157,0.3972,13
CBO,GREEDY_REPAIR,2000,50,71,2476.5800,59780.0870,19138669.4067,0.7294,0.3710,15
CBO,GREEDY_REPAIR,2000,50,72,2442.1060,60717.0740,19166120.1267,0.7176,0.3936,14
