Algorithm,Decoder,TaskCount,VMCount,Seed,Makespan,Cost,Energy,LoadBalanceIndex,ImbalanceDegree,ExecutionTimeMs
CBO,GREEDY_REPAIR,500,10,72,2592.0800,15511.8630,4327804.6733,0.7501,0.3332,4
LSCBO,SPV_MFD,1000,10,43,2958.0730,29525.8580,5909440.7600,0.9982,0.0019,146
LSCBO,SPV_MFD,1000,10,44,3031.5480,30281.8980,6059186.5867,0.9987,0.0013,130
LSCBO,SPV_MFD,1000,10,45,3045.7853,30393.1280,6083982.8133,0.9984,0.0016,129
LSCBO,SPV_MFD,1000,10,46,3024.8888,30179.4920,6041992.3800,0.9985,0.0015,127
LSCBO,SPV_MFD,1000,10,47,2962.8800,29570.7000,5918099.1333,0.9968,0.0032,126
LSCBO,SPV_MFD,1000,10,48,3032.9220,30248.0720,6055855.4267,0.9978,0.0022,132
LSCBO,SPV_MFD,1000,10,49,3002.2160,29959.2980,5996838.6200,0.9984,0.0016,125
LSCBO,SPV_MFD,1000,10,50,3004.8208,29985.6610,6001835.0400,0.9973,0.0027,127
LSCBO,SPV_MFD,1000,10,51,3000.7127,29936.8730,5993629.5933,0.9987,0.0013,126
LSCBO,SPV_MFD,1000,10,52,3033.4067,30292.9130,6061388.2600,0.9983,0.0017,128
LSCBO,SPV_MFD,1000,10,53,2996.2984,29884.1110,5982760.8133,0.9972,0.0028,124
LSCBO,SPV_MFD,1000,10,54,3061.4547,30550.4850,6117046.3200,0.9983,0.0017,126
LSCBO,SPV_MFD,1000,10,55,3016.4960,30101.7120,6024521.9067,0.9966,0.0034,124
LSCBO,SPV_MFD,1000,10,56,3000.1133,29937.7450,5992635.5933,0.9977,0.0023,128
LSCBO,SPV_MFD,1000,10,57,2966.8496,29608.9370,5925919.6200,0.9977,0.0023,131
LSCBO,SPV_MFD,1000,10,58,2954.4780,29475.3140,5901263.3333,0.9975,0.0025,128
LSCBO,SPV_MFD,1000,10,59,3036.0640,30306.5200,6065056.5067,0.9971,0.0029,129
LSCBO,SPV_MFD,1000,10,60,3084.1487,30782.5820,6161674.6333,0.9978,0.0022,125
LSCBO,SPV_MFD,1000,10,61,2931.3720,29253.7910,5855725.4867,0.9978,0.0022,130
LSCBO,SPV_MFD,1000,10,62,2998.0368,29920.1760,5988080.1933,0.9975,0.0025,134
LSCBO,SPV_MFD,1000,10,63,3030.7744,30231.3730,6052477.1133,0.9974,0.0026,131
LSCBO,SPV_MFD,1000,10,64,3045.3640,30386.0700,6083725.2467,0.9988,0.0012,126
LSCBO,SPV_MFD,1000,10,65,2983.7447,29777.2760,5959904.3733,0.9968,0.0032,129
LSCBO,SPV_MFD,1000,10,66,3078.8620,30723.6450,6148881.3067,0.9970,0.0030,130
LSCBO,SPV_MFD,1000,10,67,3028.5490,30234.8690,6051323.7600,0.9985,0.0015,131
LSCBO,SPV_MFD,1000,10,68,3021.6260,30150.9000,6035451.3333,0.9976,0.0024,121
LSCBO,SPV_MFD,1000,10,69,3037.5613,30302.1000,6067005.4133,0.9979,0.0021,125
LSCBO,SPV_MFD,1000,10,70,3022.2750,30168.4810,6037818.0400,0.9982,0.0018,128
LSCBO,SPV_MFD,1000,10,71,2993.8496,29879.7020,5981688.9133,0.9987,0.0013,124
LSCBO,SPV_MFD,1000,10,72,3057.7112,30515.7320,6107929.9600,0.9975,0.0025,123
GWO,SPV_MFD,1000,10,43,2958.0140,29525.8580,5908823.5400,0.9977,0.0023,78
GWO,SPV_MFD,1000,10,44,3035.5180,30281.8980,6061705.2067,0.9975,0.0025,79
GWO,SPV_MFD,1000,10,45,3046.2513,30393.1280,6084062.3267,0.9975,0.0025,84
GWO,SPV_MFD,1000,10,46,3025.2173,30179.4920,6041303.9667,0.9974,0.0026,87
GWO,SPV_MFD,1000,10,47,2963.3133,29570.7000,5918953.4000,0.9976,0.0024,79
GWO,SPV_MFD,1000,10,48,3030.3367,30248.0720,6054068.5267,0.9980,0.0020,84
GWO,SPV_MFD,1000,10,49,3002.0033,29959.2980,5995710.4600,0.9972,0.0028,81
GWO,SPV_MFD,1000,10,50,3005.2424,29985.6610,6002618.1600,0.9976,0.0024,79
GWO,SPV_MFD,1000,10,51,2997.1513,29936.8730,5989477.2800,0.9983,0.0017,82
GWO,SPV_MFD,1000,10,52,3035.1120,30292.9130,6062447.4933,0.9977,0.0023,80
GWO,SPV_MFD,1000,10,53,2996.0728,29884.1110,5983171.1067,0.9976,0.0024,81
GWO,SPV_MFD,1000,10,54,3062.0530,30550.4850,6115324.5467,0.9978,0.0022,86
GWO,SPV_MFD,1000,10,55,3015.9832,30101.7120,6023698.0000,0.9964,0.0036,80
GWO,SPV_MFD,1000,10,56,2999.9472,29937.7450,5991241.2867,0.9968,0.0032,79
GWO,SPV_MFD,1000,10,57,2967.5340,29608.9370,5928122.9267,0.9981,0.0019,84
GWO,SPV_MFD,1000,10,58,2953.1296,29475.3140,5899176.8400,0.9972,0.0028,80
GWO,SPV_MFD,1000,10,59,3035.8413,30306.5200,6065052.8600,0.9982,0.0018,78
GWO,SPV_MFD,1000,10,60,3083.2827,30782.5820,6159416.2867,0.9968,0.0032,81
GWO,SPV_MFD,1000,10,61,2933.1033,29253.7910,5856390.2000,0.9970,0.0030,78
GWO,SPV_MFD,1000,10,62,2998.8870,29920.1760,5989624.5133,0.9983,0.0017,83
GWO,SPV_MFD,1000,10,63,3031.2320,30231.3730,6052642.0000,0.9976,0.0024,80
GWO,SPV_MFD,1000,10,64,3046.5253,30386.0700,6083313.4067,0.9972,0.0028,81
GWO,SPV_MFD,1000,10,65,2985.7608,29777.2760,5961062.2400,0.9967,0.0033,81
GWO,SPV_MFD,1000,10,66,3080.0520,30723.6450,6151812.4533,0.9981,0.0019,80
GWO,SPV_MFD,1000,10,67,3030.4104,30234.8690,6053251.2000,0.9974,0.0026,82
GWO,SPV_MFD,1000,10,68,3020.1420,30150.9000,6034669.3200,0.9982,0.0018,80
GWO,SPV_MFD,1000,10,69,3037.0080,30302.1000,6065739.1267,0.9976,0.0024,82
GWO,SPV_MFD,1000,10,70,3022.0847,30168.4810,6037786.0333,0.9983,0.0017,79
GWO,SPV_MFD,1000,10,71,2994.0980,29879.7020,5981167.8400,0.9981,0.0019,78
GWO,SPV_MFD,1000,10,72,3057.9500,30515.7320,6106903.4200,0.9967,0.0033,80
CBO,SPV_MFD,1000,10,43,2958.0140,29525.8580,5908823.5400,0.9977,0.0023,83
CBO,SPV_MFD,1000,10,44,3035.5180,30281.8980,6061705.2067,0.9975,0.0025,81
CBO,SPV_MFD,1000,10,45,3046.2513,30393.1280,6084062.3267,0.9975,0.0025,89
CBO,SPV_MFD,1000,10,46,3025.2173,30179.4920,6041303.9667,0.9974,0.0026,78
CBO,SPV_MFD,1000,10,47,2963.3133,29570.7000,5918953.4000,0.9976,0.0024,79
CBO,SPV_MFD,1000,10,48,3030.3367,30248.0720,6054068.5267,0.9980,0.0020,80
CBO,SPV_MFD,1000,10,49,3002.0033,29959.2980,5995710.4600,0.9972,0.0028,79
CBO,SPV_MFD,1000,10,50,3005.2424,29985.6610,6002618.1600,0.9976,0.0024,84
CBO,SPV_MFD,1000,10,51,2997.1513,29936.8730,5989477.2800,0.9983,0.0017,83
CBO,SPV_MFD,1000,10,52,3035.1120,30292.9130,6062447.4933,0.9977,0.0023,81
CBO,SPV_MFD,1000,10,53,2996.0728,29884.1110,5983171.1067,0.9976,0.0024,81
CBO,SPV_MFD,1000,10,54,3062.0530,30550.4850,6115324.5467,0.9978,0.0022,82
CBO,SPV_MFD,1000,10,55,3015.9832,30101.7120,6023698.0000,0.9964,0.0036,79
CBO,SPV_MFD,1000,10,56,2999.9472,29937.7450,5991241.2867,0.9968,0.0032,78
CBO,SPV_MFD,1000,10,57,2967.5340,29608.9370,5928122.9267,0.9981,0.0019,79
CBO,SPV_MFD,1000,10,58,2953.1296,29475.3140,5899176.8400,0.9972,0.0028,79
CBO,SPV_MFD,1000,10,59,3035.8413,30306.5200,6065052.8600,0.9982,0.0018,80
CBO,SPV_MFD,1000,10,60,3083.2827,30782.5820,6159416.2867,0.9968,0.0032,92
CBO,SPV_MFD,1000,10,61,2933.1033,29253.7910,5856390.2000,0.9970,0.0030,93
CBO,SPV_MFD,1000,10,62,2998.8870,29920.1760,5989624.5133,0.9983,0.0017,81
CBO,SPV_MFD,1000,10,63,3031.2320,30231.3730,6052642.0000,0.9976,0.0024,81
CBO,SPV_MFD,1000,10,64,3046.5253,30386.0700,6083313.4067,0.9972,0.0028,79
CBO,SPV_MFD,1000,10,65,2985.7608,29777.2760,5961062.2400,0.9967,0.0033,81
CBO,SPV_MFD,1000,10,66,3080.0520,30723.6450,6151812.4533,0.9981,0.0019,86
CBO,SPV_MFD,1000,10,67,3030.4104,30234.8690,6053251.2000,0.9974,0.0026,82
CBO,SPV_MFD,1000,10,68,3020.1420,30150.9000,6034669.3200,0.9982,0.0018,80
CBO,SPV_MFD,1000,10,69,3037.0080,30302.1000,6065739.1267,0.9976,0.0024,81
CBO,SPV_MFD,1000,10,70,3022.0847,30168.4810,6037786.0333,0.9983,0.0017,79
CBO,SPV_MFD,1000,10,71,2994.0980,29879.7020,5981167.8400,0.9981,0.0019,81
CBO,SPV_MFD,1000,10,72,3057.9500,30515.7320,6106903.4200,0.9967,0.0033,78
LSCBO,RANDOM_KEY,1000,10,43,5302.5060,29525.8580,8621639.6267,0.7529,0.3281,48
LSCBO,RANDOM_KEY,1000,10,44,5429.5380,30281.8980,8851449.1000,0.7494,0.3343,48
LSCBO,RANDOM_KEY,1000,10,45,5185.1600,30393.1280,8596880.2933,0.7560,0.3228,50
LSCBO,RANDOM_KEY,1000,10,46,5070.8480,30179.4920,8388183.1200,0.7352,0.3602,49
LSCBO,RANDOM_KEY,1000,10,47,5256.4000,29570.7000,8544486.2067,0.7544,0.3255,50
LSCBO,RANDOM_KEY,1000,10,48,5257.9840,30248.0720,8697261.0400,0.7405,0.3504,51
LSCBO,RANDOM_KEY,1000,10,49,5402.3380,29959.2980,8747582.0000,0.7173,0.3941,52
LSCBO,RANDOM_KEY,1000,10,50,5380.8360,29985.6610,8797063.2933,0.7347,0.3612,48
LSCBO,RANDOM_KEY,1000,10,51,5040.7540,29936.8730,8351489.5733,0.7627,0.3111,49
LSCBO,RANDOM_KEY,1000,10,52,5621.2940,30292.9130,9035198.4400,0.7467,0.3392,50
LSCBO,RANDOM_KEY,1000,10,53,4833.1620,29884.1110,8190280.4867,0.7589,0.3177,49
LSCBO,RANDOM_KEY,1000,10,54,4602.1340,30550.4850,7917868.4067,0.7988,0.2519,47
LSCBO,RANDOM_KEY,1000,10,55,4977.6560,30101.7120,8314107.0600,0.7679,0.3023,49
LSCBO,RANDOM_KEY,1000,10,56,5315.2540,29937.7450,8717212.6333,0.7431,0.3457,49
LSCBO,RANDOM_KEY,1000,10,57,5415.6420,29608.9370,8771745.0533,0.7317,0.3666,47
LSCBO,RANDOM_KEY,1000,10,58,4137.0040,29475.3140,7329381.3267,0.8175,0.2232,49
LSCBO,RANDOM_KEY,1000,10,59,4674.6840,30306.5200,8003685.9333,0.7630,0.3106,47
LSCBO,RANDOM_KEY,1000,10,60,5018.1280,30782.5820,8461583.0667,0.7446,0.3429,47
LSCBO,RANDOM_KEY,1000,10,61,4791.7080,29253.7910,8019198.1133,0.7724,0.2946,48
LSCBO,RANDOM_KEY,1000,10,62,5254.1020,29920.1760,8592299.4600,0.7507,0.3321,48
LSCBO,RANDOM_KEY,1000,10,63,5373.2300,30231.3730,8802108.4467,0.7409,0.3497,49
LSCBO,RANDOM_KEY,1000,10,64,4988.6920,30386.0700,8371834.8200,0.7619,0.3125,50
LSCBO,RANDOM_KEY,1000,10,65,5166.4480,29777.2760,8534360.0333,0.7407,0.3501,50
LSCBO,RANDOM_KEY,1000,10,66,5592.9740,30723.6450,9137418.5467,0.7215,0.3859,50
LSCBO,RANDOM_KEY,1000,10,67,4899.4933,30234.8690,8274128.4867,0.7591,0.3173,50
LSCBO,RANDOM_KEY,1000,10,68,4575.8660,30150.9000,7893342.8000,0.7583,0.3187,49
LSCBO,RANDOM_KEY,1000,10,69,4710.4000,30302.1000,8087854.4933,0.7641,0.3088,49
LSCBO,RANDOM_KEY,1000,10,70,5473.3560,30168.4810,8900257.6667,0.7281,0.3734,52
LSCBO,RANDOM_KEY,1000,10,71,5216.9900,29879.7020,8596392.2533,0.7464,0.3398,50
LSCBO,RANDOM_KEY,1000,10,72,4984.4200,30515.7320,8372136.9600,0.7637,0.3094,51
GWO,RANDOM_KEY,1000,10,43,5315.7740,29525.8580,8610190.4267,0.7466,0.3395,4
GWO,RANDOM_KEY,1000,10,44,5123.5460,30281.8980,8567668.7200,0.7380,0.3550,4
GWO,RANDOM_KEY,1000,10,45,5296.2840,30393.1280,8710392.0600,0.7533,0.3274,4
GWO,RANDOM_KEY,1000,10,46,5207.2800,30179.4920,8583186.2133,0.7617,0.3128,4
GWO,RANDOM_KEY,1000,10,47,5292.8100,29570.7000,8698775.8333,0.7230,0.3830,4
GWO,RANDOM_KEY,1000,10,48,5257.9840,30248.0720,8697261.0400,0.7405,0.3504,3
GWO,RANDOM_KEY,1000,10,49,5577.9840,29959.2980,8912904.3733,0.7097,0.4090,4
GWO,RANDOM_KEY,1000,10,50,5254.7200,29985.6610,8671237.5467,0.7330,0.3643,6
GWO,RANDOM_KEY,1000,10,51,5108.8600,29936.8730,8482591.6533,0.7427,0.3464,4
GWO,RANDOM_KEY,1000,10,52,5328.9133,30292.9130,8722328.8933,0.7335,0.3634,5
GWO,RANDOM_KEY,1000,10,53,5029.6780,29884.1110,8391481.0667,0.7513,0.3310,5
GWO,RANDOM_KEY,1000,10,54,5264.6940,30550.4850,8634523.3000,0.7719,0.2955,5
GWO,RANDOM_KEY,1000,10,55,5409.1320,30101.7120,8833000.1200,0.7380,0.3551,5
GWO,RANDOM_KEY,1000,10,56,5546.8520,29937.7450,8943150.1667,0.7363,0.3582,5
GWO,RANDOM_KEY,1000,10,57,4995.3413,29608.9370,8264172.0400,0.7383,0.3545,5
GWO,RANDOM_KEY,1000,10,58,4812.1720,29475.3140,7964285.5600,0.7459,0.3407,5
GWO,RANDOM_KEY,1000,10,59,4934.5400,30306.5200,8266138.1733,0.7650,0.3072,3
GWO,RANDOM_KEY,1000,10,60,5269.0320,30782.5820,8713789.7400,0.7266,0.3763,4
GWO,RANDOM_KEY,1000,10,61,5034.8140,29253.7910,8266455.4333,0.7517,0.3304,4
GWO,RANDOM_KEY,1000,10,62,4958.3720,29920.1760,8297167.0733,0.7549,0.3246,4
GWO,RANDOM_KEY,1000,10,63,5338.5120,30231.3730,8729749.9200,0.7462,0.3402,4
GWO,RANDOM_KEY,1000,10,64,5393.7080,30386.0700,8850768.7800,0.7394,0.3525,4
GWO,RANDOM_KEY,1000,10,65,4987.3060,29777.2760,8335372.3933,0.7504,0.3327,4
GWO,RANDOM_KEY,1000,10,66,5556.1040,30723.6450,9051041.1867,0.7249,0.3795,4
GWO,RANDOM_KEY,1000,10,67,4986.5613,30234.8690,8303936.4133,0.7404,0.3506,4
GWO,RANDOM_KEY,1000,10,68,5514.3080,30150.9000,8885512.4067,0.7363,0.3582,4
GWO,RANDOM_KEY,1000,10,69,5424.1840,30302.1000,8867979.6267,0.7312,0.3677,4
GWO,RANDOM_KEY,1000,10,70,4877.2660,30168.4810,8253182.9067,0.7592,0.3172,3
GWO,RANDOM_KEY,1000,10,71,5216.9900,29879.7020,8596392.2533,0.7464,0.3398,4
GWO,RANDOM_KEY,1000,10,72,5437.3260,30515.7320,8921578.9333,0.7353,0.3600,4
CBO,RANDOM_KEY,1000,10,43,5315.7740,29525.8580,8610190.4267,0.7466,0.3395,3
CBO,RANDOM_KEY,1000,10,44,5123.5460,30281.8980,8567668.7200,0.7380,0.3550,4
CBO,RANDOM_KEY,1000,10,45,5296.2840,30393.1280,8710392.0600,0.7533,0.3274,5
CBO,RANDOM_KEY,1000,10,46,5207.2800,30179.4920,8583186.2133,0.7617,0.3128,3
CBO,RANDOM_KEY,1000,10,47,5292.8100,29570.7000,8698775.8333,0.7230,0.3830,4
CBO,RANDOM_KEY,1000,10,48,5257.9840,30248.0720,8697261.0400,0.7405,0.3504,4
CBO,RANDOM_KEY,1000,10,49,5577.9840,29959.2980,8912904.3733,0.7097,0.4090,4
CBO,RANDOM_KEY,1000,10,50,5254.7200,29985.6610,8671237.5467,0.7330,0.3643,5
CBO,RANDOM_KEY,1000,10,51,5108.8600,29936.8730,8482591.6533,0.7427,0.3464,4
CBO,RANDOM_KEY,1000,10,52,5328.9133,30292.9130,8722328.8933,0.7335,0.3634,4
CBO,RANDOM_KEY,1000,10,53,5029.6780,29884.1110,8391481.0667,0.7513,0.3310,4
CBO,RANDOM_KEY,1000,10,54,5264.6940,30550.4850,8634523.3000,0.7719,0.2955,4
CBO,RANDOM_KEY,1000,10,55,5409.1320,30101.7120,8833000.1200,0.7380,0.3551,4
CBO,RANDOM_KEY,1000,10,56,5546.8520,29937.7450,8943150.1667,0.7363,0.3582,4
CBO,RANDOM_KEY,1000,10,57,4995.3413,29608.9370,8264172.0400,0.7383,0.3545,4
CBO,RANDOM_KEY,1000,10,58,4812.1720,29475.3140,7964285.5600,0.7459,0.3407,3
CBO,RANDOM_KEY,1000,10,59,4934.5400,30306.5200,8266138.1733,0.7650,0.3072,4
CBO,RANDOM_KEY,1000,10,60,5269.0320,30782.5820,8713789.7400,0.7266,0.3763,4
CBO,RANDOM_KEY,1000,10,61,5034.8140,29253.7910,8266455.4333,0.7517,0.3304,4
CBO,RANDOM_KEY,1000,10,62,4958.3720,29920.1760,8297167.0733,0.7549,0.3246,4
CBO,RANDOM_KEY,1000,10,63,5338.5120,30231.3730,8729749.9200,0.7462,0.3402,4
CBO,RANDOM_KEY,1000,10,64,5393.7080,30386.0700,8850768.7800,0.7394,0.3525,5
CBO,RANDOM_KEY,1000,10,65,4987.3060,29777.2760,8335372.3933,0.7504,0.3327,3
CBO,RANDOM_KEY,1000,10,66,5556.1040,30723.6450,9051041.1867,0.7249,0.3795,5
CBO,RANDOM_KEY,1000,10,67,4986.5613,30234.8690,8303936.4133,0.7404,0.3506,3
CBO,RANDOM_KEY,1000,10,68,5514.3080,30150.9000,8885512.4067,0.7363,0.3582,5
CBO,RANDOM_KEY,1000,10,69,5424.1840,30302.1000,8867979.6267,0.7312,0.3677,4
CBO,RANDOM_KEY,1000,10,70,4877.2660,30168.4810,8253182.9067,0.7592,0.3172,3
CBO,RANDOM_KEY,1000,10,71,5216.9900,29879.7020,8596392.2533,0.7464,0.3398,4
CBO,RANDOM_KEY,1000,10,72,5437.3260,30515.7320,8921578.9333,0.7353,0.3600,4
LSCBO,GREEDY_REPAIR,1000,10,43,5202.6540,29525.8580,8515130.8267,0.7563,0.3222,52
LSCBO,GREEDY_REPAIR,1000,10,44,5332.0520,30281.8980,8747464.0333,0.7526,0.3287,54
LSCBO,GREEDY_REPAIR,1000,10,45,5138.4960,30393.1280,8543581.0933,0.7589,0.3178,51
LSCBO,GREEDY_REPAIR,1000,10,46,4971.2360,30179.4920,8281930.3200,0.7382,0.3547,55
LSCBO,GREEDY_REPAIR,1000,10,47,5156.5280,29570.7000,8437956.0733,0.7582,0.3189,53
LSCBO,GREEDY_REPAIR,1000,10,48,5159.6780,30248.0720,8592401.3067,0.7432,0.3456,54
LSCBO,GREEDY_REPAIR,1000,10,49,5302.6260,29959.2980,8641222.5333,0.7203,0.3884,52
LSCBO,GREEDY_REPAIR,1000,10,50,5282.8000,29985.6610,8692491.5600,0.7375,0.3559,53
LSCBO,GREEDY_REPAIR,1000,10,51,4943.3260,29936.8730,8247566.3733,0.7663,0.3049,52
LSCBO,GREEDY_REPAIR,1000,10,52,5523.9640,30292.9130,8931379.7733,0.7501,0.3332,52
LSCBO,GREEDY_REPAIR,1000,10,53,4788.1520,29884.1110,8138627.0200,0.7618,0.3127,52
LSCBO,GREEDY_REPAIR,1000,10,54,4503.5680,30550.4850,7812731.3400,0.8024,0.2462,53
LSCBO,GREEDY_REPAIR,1000,10,55,4878.9660,30101.7120,8208837.7267,0.7714,0.2964,52
LSCBO,GREEDY_REPAIR,1000,10,56,5215.5480,29937.7450,8610859.5667,0.7461,0.3403,52
LSCBO,GREEDY_REPAIR,1000,10,57,5317.7920,29608.9370,8667371.7200,0.7348,0.3609,52
LSCBO,GREEDY_REPAIR,1000,10,58,4041.6860,29475.3140,7227708.7933,0.8209,0.2182,50
LSCBO,GREEDY_REPAIR,1000,10,59,4590.4440,30306.5200,7912869.4000,0.7660,0.3056,51
LSCBO,GREEDY_REPAIR,1000,10,60,4924.9980,30782.5820,8374280.0467,0.7538,0.3267,52
LSCBO,GREEDY_REPAIR,1000,10,61,4692.0060,29253.7910,7912849.3133,0.7762,0.2884,52
LSCBO,GREEDY_REPAIR,1000,10,62,5155.0780,29920.1760,8486673.8600,0.7541,0.3261,52
LSCBO,GREEDY_REPAIR,1000,10,63,5273.7520,30231.3730,8695998.5800,0.7439,0.3442,51
LSCBO,GREEDY_REPAIR,1000,10,64,4889.1980,30386.0700,8265707.8867,0.7653,0.3067,51
LSCBO,GREEDY_REPAIR,1000,10,65,5143.0840,29777.2760,8504365.3667,0.7433,0.3453,55
LSCBO,GREEDY_REPAIR,1000,10,66,5493.8640,30723.6450,9031701.2133,0.7239,0.3814,52
LSCBO,GREEDY_REPAIR,1000,10,67,4832.8747,30234.8690,8204178.8867,0.7613,0.3135,54
LSCBO,GREEDY_REPAIR,1000,10,68,4477.7760,30150.9000,7788713.4667,0.7612,0.3137,54
LSCBO,GREEDY_REPAIR,1000,10,69,4610.8080,30302.1000,7981623.0267,0.7670,0.3037,52
LSCBO,GREEDY_REPAIR,1000,10,70,5376.3660,30168.4810,8796801.6667,0.7307,0.3686,52
LSCBO,GREEDY_REPAIR,1000,10,71,5118.1720,29879.7020,8490986.3867,0.7493,0.3346,54
LSCBO,GREEDY_REPAIR,1000,10,72,4918.0013,30515.7320,8302397.3600,0.7662,0.3051,52
GWO,GREEDY_REPAIR,1000,10,43,5215.8020,29525.8580,8503553.6267,0.7501,0.3332,8
GWO,GREEDY_REPAIR,1000,10,44,5024.4360,30281.8980,8461951.3867,0.7405,0.3504,7
GWO,GREEDY_REPAIR,1000,10,45,5281.2800,30393.1280,8688752.8600,0.7564,0.3221,7
GWO,GREEDY_REPAIR,1000,10,46,5159.8660,30179.4920,8529131.5467,0.7650,0.3072,8
GWO,GREEDY_REPAIR,1000,10,47,5182.6180,29570.7000,8565906.3400,0.7312,0.3677,8
GWO,GREEDY_REPAIR,1000,10,48,5159.6780,30248.0720,8592401.3067,0.7432,0.3456,7
GWO,GREEDY_REPAIR,1000,10,49,5478.2720,29959.2980,8806544.9067,0.7127,0.4030,8
GWO,GREEDY_REPAIR,1000,10,50,5226.2380,29985.6610,8636121.0133,0.7354,0.3597,8
GWO,GREEDY_REPAIR,1000,10,51,5009.2920,29936.8730,8376385.7867,0.7457,0.3411,7
GWO,GREEDY_REPAIR,1000,10,52,5262.2973,30292.9130,8652382.0933,0.7359,0.3589,8
GWO,GREEDY_REPAIR,1000,10,53,4930.0260,29884.1110,8285185.6000,0.7543,0.3257,7
GWO,GREEDY_REPAIR,1000,10,54,5166.1280,30550.4850,8529386.2333,0.7759,0.2889,8
GWO,GREEDY_REPAIR,1000,10,55,5310.6060,30101.7120,8727869.8533,0.7407,0.3500,7
GWO,GREEDY_REPAIR,1000,10,56,5500.5160,29937.7450,8890164.3000,0.7393,0.3527,7
GWO,GREEDY_REPAIR,1000,10,57,4930.4520,29608.9370,8195982.9067,0.7407,0.3500,8
GWO,GREEDY_REPAIR,1000,10,58,4717.6860,29475.3140,7863500.4933,0.7491,0.3349,7
GWO,GREEDY_REPAIR,1000,10,59,4838.7220,30306.5200,8163932.3067,0.7685,0.3013,8
GWO,GREEDY_REPAIR,1000,10,60,5263.1220,30782.5820,8704561.7400,0.7287,0.3723,8
GWO,GREEDY_REPAIR,1000,10,61,4937.0780,29253.7910,8162203.7000,0.7554,0.3239,7
GWO,GREEDY_REPAIR,1000,10,62,4859.4000,29920.1760,8191596.9400,0.7579,0.3194,8
GWO,GREEDY_REPAIR,1000,10,63,5239.0340,30231.3730,8623640.0533,0.7495,0.3343,8
GWO,GREEDY_REPAIR,1000,10,64,5294.5020,30386.0700,8744949.0467,0.7422,0.3474,7
GWO,GREEDY_REPAIR,1000,10,65,4887.8620,29777.2760,8229298.7933,0.7530,0.3280,8
GWO,GREEDY_REPAIR,1000,10,66,5456.4360,30723.6450,8944728.6533,0.7277,0.3742,8
GWO,GREEDY_REPAIR,1000,10,67,4909.9600,30234.8690,8252982.1000,0.7513,0.3310,8
GWO,GREEDY_REPAIR,1000,10,68,5414.6040,30150.9000,8779161.4733,0.7396,0.3520,7
GWO,GREEDY_REPAIR,1000,10,69,5324.2080,30302.1000,8761338.5600,0.7342,0.3621,11
GWO,GREEDY_REPAIR,1000,10,70,4870.3000,30168.4810,8239631.8400,0.7618,0.3126,8
GWO,GREEDY_REPAIR,1000,10,71,5118.1720,29879.7020,8490986.3867,0.7493,0.3346,8
GWO,GREEDY_REPAIR,1000,10,72,5337.5240,30515.7320,8815123.4667,0.7379,0.3552,7
CBO,GREEDY_REPAIR,1000,10,43,5215.8020,29525.8580,8503553.6267,0.7501,0.3332,8
CBO,GREEDY_REPAIR,1000,10,44,5024.4360,30281.8980,8461951.3867,0.7405,0.3504,7
CBO,GREEDY_REPAIR,1000,10,45,5281.2800,30393.1280,8688752.8600,0.7564,0.3221,9
CBO,GREEDY_REPAIR,1000,10,46,5159.8660,30179.4920,8529131.5467,0.7650,0.3072,7
CBO,GREEDY_REPAIR,1000,10,47,5182.6180,29570.7000,8565906.3400,0.7312,0.3677,7
CBO,GREEDY_REPAIR,1000,10,48,5159.6780,30248.0720,8592401.3067,0.7432,0.3456,8
CBO,GREEDY_REPAIR,1000,10,49,5478.2720,29959.2980,8806544.9067,0.7127,0.4030,7
CBO,GREEDY_REPAIR,1000,10,50,5226.2380,29985.6610,8636121.0133,0.7354,0.3597,8
CBO,GREEDY_REPAIR,1000,10,51,5009.2920,29936.8730,8376385.7867,0.7457,0.3411,8
CBO,GREEDY_REPAIR,1000,10,52,5262.2973,30292.9130,8652382.0933,0.7359,0.3589,7
CBO,GREEDY_REPAIR,1000,10,53,4930.0260,29884.1110,8285185.6000,0.7543,0.3257,8
CBO,GREEDY_REPAIR,1000,10,54,5166.1280,30550.4850,8529386.2333,0.7759,0.2889,7
CBO,GREEDY_REPAIR,1000,10,55,5310.6060,30101.7120,8727869.8533,0.7407,0.3500,8
CBO,GREEDY_REPAIR,1000,10,56,5500.5160,29937.7450,8890164.3000,0.7393,0.3527,7
CBO,GREEDY_REPAIR,1000,10,57,4930.4520,29608.9370,8195982.9067,0.7407,0.3500,8
CBO,GREEDY_REPAIR,1000,10,58,4717.6860,29475.3140,7863500.4933,0.7491,0.3349,7
CBO,GREEDY_REPAIR,1000,10,59,4838.7220,30306.5200,8163932.3067,0.7685,0.3013,8
CBO,GREEDY_REPAIR,1000,10,60,5263.1220,30782.5820,8704561.7400,0.7287,0.3723,7
CBO,GREEDY_REPAIR,1000,10,61,4937.0780,29253.7910,8162203.7000,0.7554,0.3239,8
CBO,GREEDY_REPAIR,1000,10,62,4859.4000,29920.1760,8191596.9400,0.7579,0.3194,7
CBO,GREEDY_REPAIR,1000,10,63,5239.0340,30231.3730,8623640.0533,0.7495,0.3343,8
CBO,GREEDY_REPAIR,1000,10,64,5294.5020,30386.0700,8744949.0467,0.7422,0.3474,8
CBO,GREEDY_REPAIR,1000,10,65,4887.8620,29777.2760,8229298.7933,0.7530,0.3280,8
