Algorithm,Function,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Mean,Std
PSO,Periodic,6.9644554906e+00,6.2039562072e+00,6.8024658064e+00,5.8850294348e+00,6.6054145081e+00,5.8337759370e+00,6.7681528842e+00,6.2028930212e+00,6.9195840040e+00,6.1498719566e+00,6.3594156225e+00,7.3301495420e+00,8.0874306915e+00,7.8943068131e+00,6.1795245760e+00,8.6245102936e+00,9.0152020189e+00,5.7774258190e+00,5.3152627282e+00,6.8655236043e+00,7.3608509713e+00,6.2058093199e+00,5.3505843710e+00,6.5394916560e+00,7.9857883275e+00,7.1535409528e+00,6.9902220746e+00,6.1795124651e+00,7.0412288286e+00,5.8328357979e+00,6.7474738575e+00,8.9238168763e-01
PSO,Salomon,8.0998733458e+00,6.5998733458e+00,7.5998733458e+00,7.6998733458e+00,6.7998733458e+00,8.6998733458e+00,6.7998733458e+00,7.4998733458e+00,7.3998733458e+00,7.2998733458e+00,6.9998733458e+00,5.6998733458e+00,4.9998733458e+00,8.4998733458e+00,6.6998733458e+00,6.7998733458e+00,7.2998733458e+00,7.3998733458e+00,7.4998733458e+00,6.6998733458e+00,6.7998733458e+00,5.9998733458e+00,8.9998733458e+00,7.9998733458e+00,8.4998733458e+00,6.1998733458e+00,9.4998733458e+00,8.2998733458e+00,6.3998733458e+00,6.7998733458e+00,7.2865400125e+00,9.8581043929e-01
PSO,Styblinski-Tang,-6.3033088462e+02,-6.4733152178e+02,-7.5986988941e+02,-7.4766244175e+02,-6.4576148286e+02,-6.3403179917e+02,-6.5800408798e+02,-7.4122424743e+02,-7.5976051051e+02,-7.8282045830e+02,-7.0122069483e+02,-6.8062688917e+02,-6.4788683586e+02,-7.5982335277e+02,-7.1496680731e+02,-7.6176092072e+02,-7.0024510597e+02,-6.8491335609e+02,-6.7133050025e+02,-6.8984096122e+02,-7.4332687350e+02,-6.9949568287e+02,-6.5534339114e+02,-6.6324200791e+02,-7.6204266122e+02,-6.9072218533e+02,-7.0537987880e+02,-7.4666460190e+02,-6.3555386632e+02,-6.3380918399e+02,-6.9849976937e+02,4.7033860762e+01
PSO,Weierstrass,2.4824522048e+01,1.7084646147e+01,2.1398892276e+01,2.5154555664e+01,2.3662767775e+01,2.1529174594e+01,2.1331234425e+01,2.2502430774e+01,1.9326351216e+01,2.2372817380e+01,2.6781092279e+01,2.3271782665e+01,2.1874593143e+01,2.6291251326e+01,2.2795615038e+01,2.2920000993e+01,2.2124836943e+01,2.0933322597e+01,2.1718735389e+01,2.2433939228e+01,1.9072925455e+01,2.0201593229e+01,2.6482453940e+01,2.3943436076e+01,2.5658321437e+01,2.1154865552e+01,2.0904860802e+01,2.2912821999e+01,2.0983148184e+01,2.9288942158e+01,2.2697864358e+01,2.5204861131e+00
PSO,Xin-She Yang,4.6026432170e-09,7.9408219186e-09,1.3465596209e-08,1.3396588831e-07,1.8188964056e-08,8.8413619424e-08,2.3599232502e-07,6.5665905953e-09,6.2286784938e-08,2.2725328592e-08,1.3412186024e-07,9.9392994488e-09,1.7465051575e-07,2.5864690270e-08,1.9441265964e-08,9.9304564250e-08,1.4499813751e-07,8.1370993500e-08,2.4724977479e-08,3.0583600221e-08,1.1489271153e-09,2.3707431186e-09,5.2035387468e-07,1.8699053337e-07,6.3250963517e-08,4.3964798599e-08,4.2106226904e-08,1.0034805329e-07,1.9541412610e-08,1.6355205327e-07,8.2759201780e-08,1.0333734127e-07
PSO,Sum Of Different Powers,3.4163387242e-05,6.6450996596e-04,4.8462483698e-06,8.7679347168e-05,4.8425378446e-06,1.1122546040e-04,2.6473399703e-04,7.1939208701e-04,4.9656673009e-06,1.3361961760e-05,1.6993435084e-05,1.9753569775e-04,8.2537527409e-05,2.0339668241e-04,3.9012573246e-04,2.6325689917e-05,6.5818707390e-05,8.1887839821e-06,5.0873705741e-06,6.8114391908e-05,9.6900968402e-05,2.3456732349e-05,1.4701893229e-04,2.3774039911e-04,1.7236630951e-04,3.2278315335e-05,6.0729569993e-05,8.6025272403e-05,1.9688407049e-06,8.6012989391e-05,1.3061143362e-04,1.7565528553e-04
GWO,Sphere,1.9081551962e+04,1.2542678117e+04,2.1470846770e+04,1.9144481691e+04,2.3845352369e+04,3.3322471531e+04,3.1170999172e+04,2.5396914404e+04,3.1154056017e+04,2.0405479311e+04,3.0456202293e+04,1.8063627461e+04,2.8934256741e+04,2.5004514269e+04,2.2298476492e+04,3.5837933476e+04,2.3131151175e+04,2.9094966024e+04,1.6967097688e+04,2.3823317055e+04,2.0879646779e+04,2.7678150613e+04,2.0502817023e+04,2.7421123871e+04,2.4615478579e+04,1.5669220197e+04,1.9891087681e+04,2.2437619081e+04,2.2619194107e+04,1.8924841192e+04,2.3726185105e+04,5.3946849779e+03
GWO,Zakharov,2.4041094571e+02,7.7725264165e+08,1.4436351121e+09,3.4441433388e+08,2.2800524329e+09,9.5969245847e+07,7.7326492317e+08,4.9605752539e+08,1.4581033130e+09,2.7127089083e+07,2.5673871188e+08,4.4628632674e+02,4.7002982648e+08,2.8531208832e+02,2.5298803511e+07,5.9512758221e+08,3.5553221133e+09,6.0329930720e+08,1.6020346466e+10,4.8881059737e+02,2.0340925211e+08,1.0985386704e+05,1.2456159531e+09,4.9611712682e+06,1.1651519280e+09,4.8325404153e+02,7.9481362687e+07,4.6477175237e+09,2.5017186357e+09,1.4976886907e+08,1.3073325307e+09,2.9487203057e+09
GWO,Rosenbrock,5.3291953204e+07,1.0193439878e+07,5.0120741110e+07,1.8178049470e+07,2.0786755151e+07,3.5855326547e+07,4.6645737593e+07,1.5907647683e+07,4.4219709213e+07,3.2345847209e+07,3.7173292519e+07,1.8619751656e+07,3.0117818360e+07,4.3774056636e+07,4.6317126082e+07,4.5054296708e+07,4.8445289483e+07,7.7608936722e+07,1.6241340845e+07,3.7718707678e+07,3.7434800114e+07,4.8733540986e+07,1.1340788637e+07,5.1344971101e+07,3.2055545089e+07,3.5172351558e+07,1.2845412785e+07,3.2847706207e+07,3.0056689596e+07,1.8644193135e+07,3.4636394099e+07,1.5306539933e+07
GWO,Rastrigin,3.8261314813e+02,3.3977975108e+02,2.5313554220e+02,2.1038328492e+02,3.6358431239e+02,3.2992824740e+02,3.7655972018e+02,3.4049147608e+02,3.8222294932e+02,3.6264184236e+02,3.6456780266e+02,3.0455419451e+02,3.3683603283e+02,3.1590000809e+02,4.0863022121e+02,3.6292905519e+02,4.0634811265e+02,2.9193359547e+02,3.3176712069e+02,2.9810577839e+02,2.8451438178e+02,3.8350026075e+02,2.9934346949e+02,2.9546181991e+02,3.3376952076e+02,3.4889570688e+02,3.3878077164e+02,2.3609483393e+02,3.7562029338e+02,3.2163013739e+02,3.3268411306e+02,4.6974337889e+01
GWO,Ackley,1.7606111781e+01,1.5839241084e+01,1.8669297678e+01,1.7605628658e+01,1.8845735130e+01,1.8869413382e+01,1.9295861460e+01,1.7804289996e+01,1.9004579845e+01,1.7152635211e+01,1.8711212316e+01,1.8677892537e+01,1.8778038530e+01,1.8982507554e+01,1.8891340844e+01,1.9387718650e+01,1.7807113161e+01,1.8076070722e+01,1.7451715092e+01,1.7779201412e+01,1.7541606537e+01,1.8691886590e+01,1.9302823859e+01,1.9264095965e+01,1.8842618599e+01,1.7182970768e+01,1.8393894640e+01,1.8992510125e+01,1.8580463702e+01,1.8044588904e+01,1.8335768824e+01,8.0520526766e-01
GWO,Griewank,1.7273398763e+02,1.1388410305e+02,1.9423762093e+02,1.7330033522e+02,2.1560817132e+02,3.0090224378e+02,2.8153899255e+02,2.2957222963e+02,2.8138650415e+02,1.8464931380e+02,2.7510580495e+02,1.6357264681e+02,2.6140831067e+02,2.2604062842e+02,2.0168628842e+02,3.2354140128e+02,2.0918036076e+02,2.6285469422e+02,1.5370387919e+02,2.1540985350e+02,1.8891682101e+02,2.5010335552e+02,1.8552535322e+02,2.4779011474e+02,2.2253930720e+02,1.4202298194e+02,1.8001978914e+02,2.0293852931e+02,2.0457274695e+02,1.7132357073e+02,2.1453566467e+02,4.8552163913e+01
GWO,Levy,7.0357662404e+01,1.0698671367e+02,7.9340651640e+01,7.7937798223e+01,1.5035684731e+02,9.9888973688e+01,6.5667825205e+01,1.1500560137e+02,1.1727706111e+02,9.8417055092e+01,1.3288841276e+02,5.4790931716e+01,7.9503457450e+01,8.5388518018e+01,8.9043890403e+01,1.0905917291e+02,7.6160864397e+01,8.2526096779e+01,7.2409702202e+01,9.4424931131e+01,8.3261544307e+01,7.8240243233e+01,1.1665412447e+02,7.4650220099e+01,8.7942256216e+01,6.6358010850e+01,3.0032892409e+01,1.0483185908e+02,6.2356246323e+01,5.6053591087e+01,8.7260438518e+01,2.4534251415e+01
GWO,Schwefel,1.0359600606e+04,1.0917207179e+04,1.0300165844e+04,9.9629701292e+03,1.0120118308e+04,1.0581558148e+04,1.0646218648e+04,9.2411234601e+03,9.7835024067e+03,1.0160561040e+04,9.8445361107e+03,1.0636382378e+04,1.0183375124e+04,1.1040051785e+04,9.8617520394e+03,1.0859543730e+04,1.0601098482e+04,9.9203045363e+03,1.0925515979e+04,1.0135615899e+04,1.0517659768e+04,9.8056852296e+03,1.0865243342e+04,1.0739736697e+04,1.0531388397e+04,9.5803569902e+03,1.0395236243e+04,1.0657850238e+04,1.0384106882e+04,1.0380360070e+04,1.0331294190e+04,4.3491245041e+02
GWO,Michalewicz,-5.7378305078e+00,-5.8529678143e+00,-5.5912852069e+00,-5.4653165313e+00,-6.7311984577e+00,-6.2835710695e+00,-6.2223363920e+00,-8.1252806433e+00,-7.7765208578e+00,-7.0680579254e+00,-8.8638209121e+00,-6.7704088414e+00,-6.4823698272e+00,-6.0665076331e+00,-5.6189015563e+00,-6.8016807820e+00,-5.9453827004e+00,-5.4024678088e+00,-6.4894331614e+00,-5.9928629831e+00,-6.4510583168e+00,-6.7307854877e+00,-6.6297700333e+00,-5.8635833725e+00,-6.6723289613e+00,-6.5850603574e+00,-5.9696268850e+00,-6.7851297856e+00,-4.9754967343e+00,-5.9182668619e+00,-6.3956436136e+00,8.0344457005e-01
GWO,Bent Cigar,1.8099662871e+10,1.2708992392e+10,2.0032689823e+10,1.8639602650e+10,2.4836061161e+10,3.0990778620e+10,3.1148341271e+10,1.6997291263e+10,2.8873228156e+10,1.4863143124e+10,3.0366756241e+10,2.6516877904e+10,2.4295740195e+10,2.4194120986e+10,2.1893968226e+10,3.8910569097e+10,2.7018888171e+10,2.2658249119e+10,1.6052974092e+10,2.2059866268e+10,2.0533164618e+10,2.4826298471e+10,1.1613409657e+10,2.2976635854e+10,2.1876856689e+10,1.5189455798e+10,1.9017021255e+10,2.2432901065e+10,2.2573008710e+10,1.8733756048e+10,2.2364343660e+10,5.8918163683e+09
GWO,Discus,6.9689468354e+04,3.0205918029e+04,1.2684800032e+07,3.8349204439e+05,1.0795331456e+06,3.4190074561e+04,4.9647930702e+04,2.4232678585e+04,3.8915366079e+04,2.8646082857e+04,7.3133809645e+05,4.4048728804e+04,5.0627281002e+06,3.6217743897e+04,6.1966358216e+06,4.6869173659e+06,3.4683953460e+04,6.5188886043e+06,3.9989198788e+04,5.7717965895e+04,3.0995714909e+04,4.7551816111e+04,1.1230739906e+06,4.5297935882e+04,3.8063413245e+04,4.6022746326e+06,4.3931281993e+04,1.1091959484e+05,6.8530720375e+04,1.3872779741e+05,1.4693961740e+06,2.8808515021e+06
GWO,High Conditioned Elliptic,2.3859249160e+08,7.5050019519e+08,1.6574816874e+09,7.5463335883e+08,8.8538732454e+08,1.5012841974e+09,1.3656994683e+09,1.4218160896e+09,1.1366715068e+09,6.5753542607e+08,1.5170786687e+09,1.8684033216e+09,1.4160734351e+09,9.7455318539e+08,5.4142471482e+08,1.5499331400e+09,7.9559480295e+08,6.1596054242e+08,4.4480825231e+08,1.3236788768e+09,1.6202408448e+09,1.8040709738e+09,6.6132363289e+08,9.6188797604e+08,1.9327477052e+09,6.7034376240e+08,5.9085773607e+08,2.0151273648e+09,9.1643224743e+08,1.3228520003e+09,1.1304331643e+09,4.8585201324e+08
GWO,Dixon-Price,2.2152285202e+05,1.2233450328e+05,4.4004373025e+05,1.7225541555e+05,1.6832578810e+05,3.0847491501e+05,3.2424182436e+05,1.0926859864e+05,4.3543345168e+05,3.2029834957e+05,3.1197963955e+05,2.9583850730e+05,3.7859833938e+05,4.7396643327e+05,4.1990982212e+05,1.5662528086e+05,3.2252053838e+05,3.4649064543e+05,1.0320486146e+05,4.4126783070e+05,3.6683400505e+05,3.1323060139e+05,2.2777776822e+05,2.9344252741e+05,2.7956210075e+05,2.1306389852e+05,1.5920415481e+05,2.6502260346e+05,2.2982425730e+05,3.4557200373e+05,2.8553784158e+05,1.0317074980e+05
GWO,HappyCat,1.6008868173e+00,1.7099851006e+00,6.4294324363e-01,1.9185458798e+00,1.8087970460e+00,1.7212952023e+00,1.9860630741e+00,1.6997156901e+00,1.8148872408e+00,1.7371941056e+00,1.8443610371e+00,1.7083022729e+00,1.8304452596e+00,1.6604576527e+00,6.1664635748e-01,1.7585283011e+00,2.0207764759e+00,1.7826248808e+00,1.7095030132e+00,1.4502355613e+00,1.7318345623e+00,1.8037339529e+00,1.7740028223e+00,1.6676052168e+00,1.7127352412e+00,1.5867530713e+00,8.4869611523e-01,2.1688646070e+00,1.9052497954e+00,1.8628262820e+00,1.6694831960e+00,3.5066919937e-01
GWO,Step,2.0025000000e+04,1.2971000000e+04,2.2206000000e+04,1.9713000000e+04,2.4699000000e+04,3.4419000000e+04,3.2212000000e+04,2.6384000000e+04,3.2240000000e+04,2.1116000000e+04,3.1296000000e+04,1.8711000000e+04,2.9712000000e+04,2.5826000000e+04,2.3212000000e+04,3.7118000000e+04,2.3877000000e+04,3.0153000000e+04,1.7549000000e+04,2.4751000000e+04,2.1769000000e+04,2.8360000000e+04,2.1087000000e+04,2.8549000000e+04,2.5535000000e+04,1.6248000000e+04,2.0542000000e+04,2.3158000000e+04,2.3475000000e+04,1.9594000000e+04,2.4550233333e+04,5.5564593084e+03
GWO,Bohachevsky,8.6018989268e+04,3.8406597456e+04,6.1525687513e+04,5.6331024205e+04,7.2837238341e+04,9.4511593991e+04,9.3236684655e+04,5.0709825012e+04,8.7815271620e+04,4.6360240551e+04,9.1063467321e+04,5.2210792296e+04,6.6086528748e+04,7.2599303865e+04,6.6616326791e+04,1.1692767908e+05,8.4511745452e+04,6.8757525083e+04,4.9018023097e+04,6.9216007878e+04,6.1443698080e+04,7.9431181147e+04,3.7879077071e+04,6.9574115900e+04,6.7240434513e+04,4.5716434341e+04,5.7476099369e+04,6.7320336242e+04,6.6742040217e+04,5.4779343045e+04,6.7745443738e+04,1.7892844582e+04
GWO,Quartic,1.5955499258e+01,3.8133054006e+00,3.1090720854e+01,1.2915534316e+01,1.2337194430e+01,2.7607450505e+01,4.0871957828e+01,7.5480391184e+00,3.1706691468e+01,2.5603134797e+01,1.9553344259e+01,2.4233570872e+01,2.7355505849e+01,3.6160532536e+01,2.9378601679e+01,1.0772872212e+01,2.4500904823e+01,5.0890447488e+01,7.1506768475e+00,3.1950376202e+01,3.1107542129e+01,2.2769202795e+01,1.6794853400e+01,2.0664358369e+01,2.0245618369e+01,1.4599489045e+01,1.2487213054e+01,2.1005924502e+01,1.8586541529e+01,2.6292065370e+01,2.2531638977e+01,1.0318136029e+01
GWO,Exponential,6.1483274023e-01,4.6587955116e-01,6.5820438533e-01,6.1604275916e-01,6.9646781211e-01,8.1102179283e-01,7.8955900178e-01,7.1912504823e-01,7.8938064951e-01,6.3950383690e-01,7.8190185578e-01,5.9472173473e-01,7.6465737244e-01,7.1355986383e-01,6.7205974106e-01,8.3335619919e-01,6.8543280175e-01,7.6654088212e-01,5.7188134238e-01,6.9613320647e-01,6.4795009538e-01,7.4940257970e-01,6.4125406793e-01,7.4616128489e-01,7.0793354850e-01,5.4317779405e-01,6.3011176408e-01,6.7433334585e-01,6.7727661160e-01,6.1180289259e-01,6.8365555205e-01,8.2912938359e-02
GWO,Alpine,4.5710982729e+01,3.7870230493e+01,6.4403671077e+01,4.0201509038e+01,3.8813157491e+01,5.2693387203e+01,6.1289890085e+01,4.2846168506e+01,5.0485356350e+01,4.1168179863e+01,3.8845073053e+01,4.1077706239e+01,3.4865547204e+01,4.2739668146e+01,4.7635056759e+01,5.9448227564e+01,3.9204245320e+01,3.3780984262e+01,4.1305333810e+01,3.1149975962e+01,3.6786120809e+01,5.9422690257e+01,6.0901989635e+01,6.0164647337e+01,4.1836692387e+01,4.3607631569e+01,3.8792967148e+01,3.8947991323e+01,4.2268966644e+01,3.3573882216e+01,4.4727931016e+01,9.2844459513e+00
GWO,Hybrid Function 1,1.4624010763e+04,6.4078583827e+03,9.2479043786e+03,1.0224517488e+04,1.1064647048e+04,1.2889999862e+04,1.7011362109e+04,9.5316017607e+03,1.4036960893e+04,1.1966284882e+04,1.3614473576e+04,9.6866180515e+03,1.4777806629e+04,1.4040507005e+04,1.1333696873e+04,1.7299476983e+04,1.1627714484e+04,1.3095082622e+04,8.2247723177e+03,1.2550588248e+04,1.1163840857e+04,1.3396900707e+04,1.0232979351e+04,1.3048099078e+04,1.1708589556e+04,8.4193848706e+03,1.0303107679e+04,1.1689588475e+04,7.9401061523e+03,9.9939767484e+03,1.1705081928e+04,2.5220245037e+03
GWO,Hybrid Function 2,4.9285314794e+06,2.4848460438e+06,1.1193746975e+07,5.4160129530e+06,2.7583181671e+06,1.2027048365e+06,4.4667676686e+06,5.0595889307e+06,7.1770074382e+06,1.1072644536e+07,3.1091502870e+06,1.3531491869e+06,9.3569644347e+06,5.9165629072e+06,5.4889716400e+06,4.1076273891e+06,5.1306494088e+06,1.0680313489e+07,4.2735961906e+06,3.1089754721e+06,3.7180345284e+06,1.7991014723e+07,3.0650532556e+06,6.6486583283e+06,8.4486880613e+06,8.2861711937e+05,2.9626251637e+06,8.4367778371e+06,6.3060902854e+06,1.2666303201e+07,5.9785997312e+06,3.8044370660e+06
GWO,Expanded Schaffer F6,1.3715043613e+01,1.3965362864e+01,1.4571011528e+01,1.3843168622e+01,1.4540450602e+01,1.4296729086e+01,1.4200405961e+01,1.4310012658e+01,1.4030685930e+01,1.4525161060e+01,1.4477638613e+01,1.4117079309e+01,1.3984135372e+01,1.4209627657e+01,1.4348363933e+01,1.4618629650e+01,1.4560933392e+01,1.4263897489e+01,1.4099665220e+01,1.4271638617e+01,1.3316045046e+01,1.4121155544e+01,1.4162339968e+01,1.4528809041e+01,1.4398996731e+01,1.4396203427e+01,1.4543541606e+01,1.4492385923e+01,1.3714192768e+01,1.4265486578e+01,1.4229626594e+01,2.9984122543e-01
GWO,Pathological,1.3569188889e+01,1.3525040845e+01,1.3214344997e+01,1.3429335462e+01,1.3163314232e+01,1.3567734549e+01,1.3387663757e+01,1.3822609826e+01,1.3982031050e+01,1.3825714776e+01,1.3427199678e+01,1.3674140938e+01,1.3786620993e+01,1.3355678570e+01,1.3728251168e+01,1.3614590808e+01,1.4048832989e+01,1.3295966894e+01,1.2672016759e+01,1.3724155699e+01,1.3989648418e+01,1.3841886294e+01,1.3970496326e+01,1.3720304621e+01,1.3928022215e+01,1.3220062302e+01,1.3516703089e+01,1.3943678573e+01,1.3611264928e+01,1.3677570781e+01,1.3607802348e+01,3.0155639193e-01
GWO,Periodic,1.0937362530e+01,1.1892758818e+01,1.2820840683e+01,1.1385244541e+01,1.1466689275e+01,1.1109342416e+01,1.0585008966e+01,1.2160274626e+01,1.2306606042e+01,1.0602050979e+01,1.1764338673e+01,1.1700386839e+01,1.1506152488e+01,1.1909968782e+01,1.0066353179e+01,1.1643354400e+01,1.0032394478e+01,1.2397909010e+01,9.9409377068e+00,1.3072628791e+01,1.1890910333e+01,9.8446529205e+00,1.0973473919e+01,1.2318528295e+01,1.2141542071e+01,1.2860338361e+01,1.1907091759e+01,1.1941960023e+01,1.3103698035e+01,1.0892109149e+01,1.1572496936e+01,9.0512365194e-01
GWO,Salomon,1.8426782489e+01,1.2688016808e+01,1.4902887357e+01,1.4354662384e+01,1.8736794721e+01,1.6328292889e+01,1.8262924324e+01,1.5074689919e+01,1.4632613120e+01,1.6125125582e+01,1.8996538588e+01,1.4034953083e+01,1.8517588144e+01,1.8012875304e+01,1.5236155786e+01,1.7800227866e+01,1.6660066779e+01,1.5055419480e+01,1.4112071455e+01,1.5926947966e+01,1.5893531929e+01,1.7599873346e+01,1.2914383879e+01,1.8300060257e+01,1.6903377136e+01,1.2956473670e+01,1.5297040432e+01,1.6742673277e+01,1.6304566352e+01,1.6709193633e+01,1.6116893599e+01,1.7969864889e+00
GWO,Styblinski-Tang,-3.9524424573e+02,-4.7951680922e+02,-4.5114854099e+02,-3.5802811774e+02,-4.9559983552e+02,-3.7047774905e+02,-5.3650165174e+02,-4.5147651240e+02,-4.4856028842e+02,-6.3717545170e+02,-4.8009369860e+02,-5.2588096551e+02,-7.1062218659e+02,-6.6152284326e+02,-5.5766439903e+02,-3.3804898650e+02,-4.9168866355e+02,-4.7248645057e+02,-5.2693285476e+02,-6.3165207306e+02,-3.7506905574e+02,-5.9967718234e+02,-5.4485008118e+02,-4.9051080719e+02,-4.0556836300e+02,-5.0349172970e+02,-4.5549345535e+02,-5.5420501467e+02,-5.2159113977e+02,-4.9221788430e+02,-4.9876656791e+02,8.9033735713e+01
GWO,Weierstrass,3.9384441744e+01,3.9435212577e+01,3.8633468833e+01,4.2376845375e+01,4.1041081475e+01,4.3592653660e+01,3.8720986916e+01,3.9377615430e+01,4.4860375000e+01,3.9440858435e+01,3.6493147975e+01,4.0889769866e+01,4.0521229605e+01,4.1215089317e+01,3.4881695354e+01,4.5143197386e+01,3.7330417256e+01,3.3125895354e+01,3.5873480793e+01,3.4567438447e+01,4.1264420141e+01,3.5163646795e+01,4.0091920954e+01,3.1599806013e+01,4.1199363986e+01,3.4936824932e+01,3.6330344935e+01,4.0900367578e+01,3.4597273426e+01,3.9302175105e+01,3.8743034822e+01,3.3454578358e+00
GWO,Xin-She Yang,1.4154785455e-04,6.2910738504e-05,4.1410240089e-03,5.0180230012e-04,8.4034187895e-04,7.9510831121e-03,1.0171323320e-02,2.4628738757e-03,9.5788414176e-04,5.1896812892e-05,1.3106077386e-03,1.1750073406e-03,5.0107125463e-05,1.0392512796e-03,4.2564451184e-04,9.6768253522e-03,2.6574286186e-03,8.1979473166e-03,1.9837509927e-03,2.7075480720e-02,1.5370242530e-04,5.7161738028e-03,1.7006932045e-03,2.0779110477e-03,4.3001676552e-03,8.0621908067e-04,3.8503343130e-03,1.6095618019e-04,2.6073180262e-03,3.5211878650e-05,3.4094475552e-03,5.2695663929e-03
GWO,Sum Of Different Powers,1.5037071739e-01,4.6957019232e-02,2.7220199464e-02,1.6632045279e-01,7.3480758574e-02,1.1003687968e-01,2.6203091191e-02,1.6105690452e-03,1.4517746495e-02,3.6671654059e-02,1.9762115845e-01,3.7118132552e-02,2.7254090148e-01,5.7411126980e-02,1.4612328432e-01,1.0481715659e-01,3.0694245026e-02,2.1557252678e-01,3.7394461203e-03,1.8040965763e-01,4.7437414069e-02,4.0314087729e-01,1.4605831114e-02,8.6537223835e-02,2.9118205515e-01,4.6799400271e-02,4.7270992002e-02,9.0212124244e-02,1.4578126173e-01,3.5063186367e-03,1.0253034074e-01,9.6437826885e-02
DE,Sphere,1.6468159663e-06,1.9766805941e+01,7.0040294557e+01,2.1233165332e-04,6.5670131411e+00,1.8134360481e+01,1.2427145543e-02,2.5322470545e-03,1.6312496555e-02,1.6528568520e-05,1.0341487661e+00,6.9778474431e+00,1.0643147727e-16,1.4216014872e-03,5.3459917829e+01,1.4310364157e+02,2.4458207090e-01,9.0045218803e-02,5.5573986525e-03,3.2831530919e-04,5.3261608785e-05,4.5947042514e-10,3.4075913515e-05,1.0233976781e+02,1.5849687735e+00,2.1940055639e+01,2.4140985527e-03,1.5598292794e-08,3.7383824645e-09,9.0405667337e-02,1.4847172202e+01,3.3366126621e+01
DE,Zakharov,1.9070945819e-13,4.6305709047e-13,1.5782305255e-19,5.4184817756e-12,7.1549467922e-07,4.1293266903e-12,5.9217769412e-11,1.1002093168e-15,8.1221013018e-15,1.4440985839e-17,3.3301865655e-14,2.6450348626e-14,4.2728352723e-15,1.1430660584e-18,1.4810058379e-18,4.7015655827e-12,2.4955584940e-17,7.8787020959e-07,3.3409523254e-02,2.6335475065e-15,3.0553408082e-07,1.1097962943e-23,1.1545775644e-04,9.4792401352e-12,1.2560486158e-17,6.5724594707e-03,2.4853551152e-08,1.0359266913e-13,6.7543372766e-15,6.7345445335e-15,1.3366424772e-03,6.0712667704e-03
DE,Rosenbrock,1.6807720467e+01,6.8435232654e+04,7.9984393964e+02,1.3282287917e+02,2.2596998149e+04,1.4348192472e+01,2.2304570752e+01,3.2482818460e+02,4.6077296713e+00,1.1008617316e+01,2.7234155154e+04,2.2775332506e+05,1.5634431928e+02,7.3580495630e+01,1.9793492733e+01,5.1654359238e+02,1.2485184748e+03,5.6189813203e+02,3.0323614939e+02,1.5714319221e+03,1.1315620974e+01,3.5629026964e+02,3.0827833622e+02,3.1182136319e+04,5.1717950383e+03,6.6481696048e+01,2.2804143852e+04,1.5955284553e+04,4.8954188524e+01,2.7812689619e+03,1.4349452609e+04,4.2196845263e+04
DE,Rastrigin,2.6563811586e+01,1.8945533983e+01,2.6865446596e+01,1.8905785683e+01,3.5694325527e+01,1.2143218023e+01,1.9179785103e+01,1.4936175962e+01,3.0992298332e+01,1.4924386131e+01,3.0843989315e+01,1.6902112946e+01,2.4873963808e+01,2.8589246078e+01,1.8910412851e+01,1.1222286917e+01,3.2215589854e+01,3.1840465132e+01,2.3979636014e+01,3.6813434734e+01,2.1671473478e+01,2.7091043948e+01,1.5919334838e+01,1.6551049895e+01,2.1889084143e+01,1.9969181260e+01,2.2886358265e+01,2.2884043356e+01,2.6863879428e+01,1.2935926032e+01,2.2800109307e+01,6.8993112261e+00
DE,Ackley,1.5021751757e+00,1.5017465755e+00,2.2292729168e+00,1.1556581329e+00,1.1588638290e+00,1.6462490831e+00,1.7780998149e+00,3.1588173368e+00,1.3743813995e+00,2.1200533616e+00,2.5769805921e+00,1.8977575476e+00,1.6462237692e+00,2.3161973387e+00,1.6589661608e+00,1.1551485799e+00,2.1189578049e+00,2.6601685915e+00,1.7763071359e+00,2.0118698567e+00,1.5017467469e+00,1.1258747174e-02,3.4032358240e+00,2.0191038801e+00,1.1551485027e+00,1.7751023989e+00,9.3130464655e-01,9.3146808163e-01,9.3131002102e-01,1.6462504068e+00,1.7249941420e+00,6.8338009524e-01
DE,Griewank,1.3741629423e-01,1.5167504429e-01,1.4025359440e-01,1.2706734609e-01,7.0977293363e-02,7.3962087898e-03,1.4779776755e-02,1.2327988622e-02,4.4067703365e-02,2.0383350948e-01,2.8888869159e-01,2.2496193402e-01,1.0727672598e-01,1.1111156439e-08,4.6580668466e-01,1.4665840018e+00,3.1724197821e-02,1.0578085019e-02,7.9381918289e-02,3.6897304009e-02,2.5340704505e-03,1.2212453271e-15,4.9139398029e-02,7.5063133237e-01,4.2338794540e-01,6.0008078544e-01,2.7066364288e-02,5.2017162259e-05,6.7456370541e-06,2.7560290647e-01,1.9167986263e-01,3.0158108522e-01
