Algorithm,Function,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Mean,Std
SA,Alpine,4.3194432814e+01,3.5211961837e+01,4.7926791365e+01,4.2596434885e+01,3.3836970734e+01,4.2885529450e+01,3.9934454220e+01,4.2471208682e+01,4.6652776717e+01,3.4796428300e+01,3.6933651020e+01,4.1509813373e+01,4.2505211472e+01,4.3274455905e+01,4.4704119294e+01,4.3483062139e+01,4.4089382061e+01,4.0998991630e+01,3.8709229872e+01,4.2277970276e+01,4.4774354939e+01,3.6192391271e+01,4.1888858327e+01,4.1175453006e+01,4.5481139933e+01,4.2445368896e+01,4.3782309785e+01,4.5100627385e+01,3.9654989665e+01,4.0631920366e+01,4.1637342987e+01,3.4285929829e+00
SA,Hybrid Function 1,4.1840190118e+03,3.2306499243e+03,3.0296646673e+03,3.6195773547e+03,3.3430021731e+03,2.5972912918e+03,2.5850402063e+03,4.0347550338e+03,3.1147994993e+03,2.8255926756e+03,2.6095594366e+03,2.9160807834e+03,3.3881815376e+03,2.8471450365e+03,3.5859421191e+03,3.0049111139e+03,3.0255029592e+03,2.8997787657e+03,3.3610663985e+03,3.6959693589e+03,3.1731537153e+03,3.4194862435e+03,2.6450894233e+03,3.7905066952e+03,2.4899272388e+03,3.2294206572e+03,2.5055649554e+03,2.6897159017e+03,3.4523428185e+03,3.8272550536e+03,3.1706997350e+03,4.5948120605e+02
SA,Hybrid Function 2,9.0298090779e+04,4.6665581994e+04,3.9042622869e+04,1.0150883147e+05,9.5114169242e+04,8.6934127304e+04,1.4417728259e+05,6.7095025367e+04,7.1088238934e+04,6.4203396362e+04,5.8955878842e+04,4.1816201369e+04,1.6171091564e+05,7.3835810776e+04,3.1707193934e+04,5.7549622005e+04,1.0447155292e+05,1.5954566667e+05,6.8470234319e+04,1.3880909234e+05,5.9594680953e+04,6.5050806664e+04,1.0360147283e+05,5.6435603229e+04,2.5200777535e+04,6.8451914406e+04,3.4049927855e+04,8.8188585860e+04,1.3446467341e+05,5.7432080342e+04,7.9849001960e+04,3.6859929213e+04
SA,Expanded Schaffer F6,1.3273029793e+01,1.3662953205e+01,1.3348524990e+01,1.3488514067e+01,1.3602886952e+01,1.3646177573e+01,1.3464235467e+01,1.3578157808e+01,1.3478074326e+01,1.2764872586e+01,1.3739989856e+01,1.3554568611e+01,1.3185213100e+01,1.3131149043e+01,1.3307180311e+01,1.3650683985e+01,1.3550729496e+01,1.3585830938e+01,1.3559616901e+01,1.3476783421e+01,1.2873274568e+01,1.3424955181e+01,1.3609536383e+01,1.3706337701e+01,1.3335228529e+01,1.3642445214e+01,1.3192946106e+01,1.3649955724e+01,1.3453629561e+01,1.3351769562e+01,1.3442975032e+01,2.3056306038e-01
SA,Pathological,1.2228564023e+01,1.2359113964e+01,1.1882526220e+01,1.2202651865e+01,1.2322248197e+01,1.2181516805e+01,1.2481273521e+01,1.2441202766e+01,1.1963483417e+01,1.2254233083e+01,1.2306581132e+01,1.2267576279e+01,1.2015954156e+01,1.2396763963e+01,1.2516216618e+01,1.2222709475e+01,1.2164484712e+01,1.2632093316e+01,1.2325960504e+01,1.1986733287e+01,1.2127103319e+01,1.2335976145e+01,1.2353862626e+01,1.2223938257e+01,1.2388895246e+01,1.1691725858e+01,1.2462511502e+01,1.2390401608e+01,1.2098886295e+01,1.2458713298e+01,1.2256130049e+01,2.0054988359e-01
SA,Periodic,8.0854350510e+00,8.9932188187e+00,8.1177108947e+00,7.7433409321e+00,7.1301361661e+00,8.1606180911e+00,8.4869229363e+00,7.6847913587e+00,7.6384458573e+00,8.8277438523e+00,8.0576433318e+00,7.9325384816e+00,8.0940338875e+00,8.2737250394e+00,7.9507066770e+00,7.7061660432e+00,6.6818649105e+00,7.7707638717e+00,7.9607716369e+00,6.1892408778e+00,8.8056834301e+00,7.9455160780e+00,8.3011879251e+00,7.7209402815e+00,8.1113487719e+00,7.9865334661e+00,8.3017622376e+00,8.2077350929e+00,8.1538586719e+00,8.1002158365e+00,7.9706866836e+00,5.5481368184e-01
SA,Salomon,1.9251467096e+01,2.0231627527e+01,2.0970019295e+01,1.6267191321e+01,1.4200919392e+01,1.6527501430e+01,1.9486578799e+01,1.7411214070e+01,1.7311205601e+01,1.8600001347e+01,1.7699878920e+01,1.9115837099e+01,1.6734251037e+01,1.8340215277e+01,1.6207048641e+01,1.9803408072e+01,1.9592239526e+01,1.8302891703e+01,1.5884795119e+01,1.6379947554e+01,1.5872009680e+01,1.9643998189e+01,1.6630092648e+01,1.8733370123e+01,1.7761281722e+01,1.6699922849e+01,1.9816557231e+01,1.7911440259e+01,1.5602147427e+01,1.6287892627e+01,1.7775898386e+01,1.6277049730e+00
SA,Styblinski-Tang,-7.9368275930e+02,-7.6111116061e+02,-7.9893501995e+02,-7.9041640753e+02,-8.1584621887e+02,-7.8543773750e+02,-7.3389721404e+02,-7.5877505192e+02,-8.0404791931e+02,-7.7203283857e+02,-7.4512517278e+02,-7.9135877999e+02,-7.7023734981e+02,-7.8746609572e+02,-7.6313767669e+02,-7.7233482806e+02,-7.6344129840e+02,-7.9977351444e+02,-8.0303949235e+02,-7.7746927969e+02,-7.8380976037e+02,-7.6989808891e+02,-7.9634199603e+02,-7.7216355718e+02,-7.4777104846e+02,-7.7149798038e+02,-8.5462149472e+02,-8.0374734687e+02,-7.8236702001e+02,-7.5213630953e+02,-7.8073068060e+02,2.3832352131e+01
SA,Weierstrass,3.4024924245e+01,3.8088741406e+01,4.0262479794e+01,3.9457463556e+01,3.7189578284e+01,4.0430665163e+01,3.8412282646e+01,3.5831128719e+01,3.8765369676e+01,4.0680182070e+01,3.8793436999e+01,3.8744617897e+01,3.9669168262e+01,3.5116361432e+01,3.9118059371e+01,4.0179646475e+01,3.9537733723e+01,3.8728520003e+01,3.6357397154e+01,3.9834215709e+01,4.1096635736e+01,3.9191554040e+01,4.0836170329e+01,3.6142515335e+01,4.0502481139e+01,3.7074569620e+01,3.6088751766e+01,4.1366677495e+01,3.8839258465e+01,4.1545771035e+01,3.8730211918e+01,1.9269517788e+00
SA,Xin-She Yang,2.4390165408e-07,4.7567439116e-08,1.7712324672e-07,1.9707318270e-07,4.4511130709e-07,1.1008235937e-07,3.7171693027e-08,2.2404377404e-07,5.1848507006e-08,1.4251499774e-07,5.2482883873e-08,5.1736123304e-08,4.4442595659e-07,7.8998261843e-08,3.4467036787e-07,1.4530543243e-07,4.8821848245e-07,1.4632052436e-07,6.8031808371e-08,3.0951245852e-09,3.2859145768e-07,3.2362979291e-07,3.5733469813e-07,2.7483683400e-07,5.4316290173e-07,4.6829033604e-07,1.5066894539e-07,1.7252985591e-07,9.9071717935e-07,5.3405525321e-07,2.5478467936e-07,2.1073537410e-07
SA,Sum Of Different Powers,2.9975995948e-01,1.6216106176e-01,2.2882548010e-01,1.9888529332e-01,1.6447319253e-01,1.9502889204e-01,2.9444465463e-01,1.6736334915e-01,2.6413130969e-01,1.8826710894e-01,1.8750280438e-01,1.7402958098e-01,2.3189822938e-01,1.2974781355e-01,1.4715332633e-01,1.0774913905e-01,1.2928874537e-01,1.5263106762e-01,2.1283723582e-01,1.6950358876e-01,1.7440412007e-01,1.8451714793e-01,6.4001151198e-02,4.2050121962e-01,2.9690733018e-01,6.8503093607e-02,2.8224038234e-01,1.9790814948e-01,4.1894103323e-02,3.5539419414e-01,1.9639842416e-01,8.2539053605e-02
GTO,Sphere,1.7044589799e-02,4.4028387350e-05,7.4623858584e-02,6.4174763903e-04,1.4411321046e-03,5.8877005632e-04,3.5397929082e-09,9.8971854123e-02,3.7771475846e-02,5.8035196486e-06,4.0232099885e-02,7.7669636518e-05,1.0480087416e-02,1.6441334692e-04,6.8339327146e-07,4.1653797267e-05,3.1628997526e-02,1.9851205476e-11,2.4916840107e-02,4.4941311856e-01,5.4986253923e-05,2.3539051697e-03,1.1198499644e-07,9.3517349912e-03,2.0359451513e-10,2.4499158108e-07,5.5613922490e-06,4.5957227203e-04,8.2178610641e-06,1.3234656334e-07,2.6677443159e-02,8.1883800048e-02
GTO,Zakharov,1.5087328112e-05,1.4371751708e-04,1.0286419805e-04,7.6154653932e-04,1.1121772313e-03,5.6899607632e-04,3.9644825993e-03,8.3434246441e-06,1.4611168835e-06,3.5567968540e-04,1.0228814963e-02,9.8227370690e-05,1.0504537730e-03,4.7805282226e-05,2.2393228110e-04,3.5542527887e-02,2.4575743893e-04,6.3583947852e-03,1.7941173960e-04,1.7343607851e-05,1.9781916936e-04,1.3279247509e-03,2.3787814638e-04,5.4944976613e-03,1.3918968176e-02,3.8668647006e-05,1.2193744884e-02,4.2605079283e-06,6.4031928368e-04,2.8691221628e-05,3.1703265764e-03,7.0733308618e-03
GTO,Rosenbrock,2.5896841677e+01,2.5070854990e+01,2.4928398441e+01,2.7536822293e+01,2.5425616305e+01,2.7135864050e+01,2.5728018925e+01,2.4833943663e+01,2.9771973708e+01,2.5613336213e+01,2.3239736502e+01,2.5350869039e+01,2.9052378817e+01,2.5590605058e+01,3.1338751212e+01,2.3931860139e+01,2.6857599015e+01,2.6008181786e+01,2.9123895063e+01,2.7178372362e+01,2.7309560176e+01,2.6654111934e+01,2.4985452749e+01,2.6367015136e+01,2.5893475975e+01,2.4394575000e+01,2.3958259464e+01,2.5627551674e+01,2.9351747078e+01,2.6704864908e+01,2.6362017778e+01,1.8439524083e+00
GTO,Rastrigin,1.2735392322e+02,1.5521952674e+02,3.0022205968e+00,9.9498278314e-01,1.2736254171e+02,8.0591517195e+01,9.9614035719e-01,1.0447036279e+02,7.9597027190e+00,2.9848771728e+00,1.1541491731e+02,9.9530239059e+00,1.2138464707e+02,1.1143498511e+02,1.3831658728e+02,1.4233903236e+02,1.6027471215e+02,1.6615741996e+02,1.5521494646e+02,3.9804114398e+00,9.0643077662e+01,8.7634331377e+01,9.5554548620e+01,9.6510774428e+01,2.8859023329e+01,1.2635939948e+02,9.1987522610e+01,5.9753459199e+00,7.1636875484e+01,9.9495947167e-01,8.1052077890e+01,5.7468984727e+01
GTO,Ackley,1.8792219204e+01,9.3352356645e-07,2.3168611330e+00,1.2140401400e-06,2.7389044584e+00,1.2190857714e-06,1.2442352614e-05,5.1959718594e-05,2.0137539128e+00,9.5415398715e-06,1.9043718976e+01,7.8412196776e-06,2.5796641114e+00,1.1802905985e-02,1.0862629951e-07,3.4620778350e+00,1.8997448844e+00,7.3153439985e-05,2.4953048243e-02,2.8144505971e+00,2.9582022098e+00,1.6709884384e+00,2.5803055016e+00,3.0909689532e-05,1.8252781411e+01,3.9825592799e+00,2.0373063347e+00,2.8658352515e+00,1.7874922612e+01,1.5577037330e-04,3.5973799067e+00,5.9826836952e+00
GTO,Griewank,4.6880336742e-02,1.8058756125e-02,7.3960546569e-03,4.8419153062e-01,1.5865037655e-01,1.9006338118e-06,4.4252537894e-06,1.3662735469e-01,2.9278000867e-01,2.9350499321e-01,5.1530595897e-05,2.2126849628e-02,3.1968496483e-02,1.4612914234e-05,7.3960589107e-03,1.5631284137e-02,1.7385084244e-01,4.6692986232e-02,5.1409997861e-02,3.6863889207e-02,5.0091331034e-02,4.5160553037e-02,1.4993166160e-02,8.7708678921e-02,1.2317090561e-02,3.3595948969e-06,2.7255276274e-02,3.7048703184e-02,6.1307852579e-02,3.4382560031e-02,7.3145695231e-02,1.0802849107e-01
GTO,Levy,2.6319400078e-07,3.5768179029e+00,2.7197048038e-02,2.5748643418e-04,1.4219539456e-11,8.9540890885e-02,6.3300393229e-04,3.3634638332e+00,3.5305531083e-05,1.4272417531e-03,3.6249150760e-05,6.3193865056e+00,4.7299236662e-06,5.4397495714e-01,1.8212740226e+00,1.2251684833e-04,1.7905908287e-01,1.4181333691e-02,1.3469738588e-08,2.5485722402e-04,2.6496976128e+01,4.8054806216e-06,8.9791442131e-02,1.5867039938e-07,2.5845307947e-06,2.8138207597e-01,8.9566403264e-02,1.6454186391e-07,3.6460502942e-06,8.1521711413e-06,1.4298467602e+00,4.8598569380e+00
GTO,Schwefel,3.5119300393e+03,3.6162581449e+03,3.7900690866e+03,3.4939478195e+03,3.7903778588e+03,3.8507998259e+03,3.9084871873e+03,4.1493667599e+03,3.9084871788e+03,5.4754708453e+03,3.1629656569e+03,3.8526465495e+03,3.7308256234e+03,3.4347365175e+03,5.7153816336e+03,3.4939523433e+03,3.6732261412e+03,3.3162789352e+03,3.7308246506e+03,3.4940001543e+03,5.3555154647e+03,3.6124648079e+03,3.4941799493e+03,3.7309172417e+03,3.9084875122e+03,3.3178600575e+03,3.6731192377e+03,3.9084871788e+03,3.7308277740e+03,3.3755483196e+03,3.8402480165e+03,5.9958711375e+02
GTO,Michalewicz,-2.2943958561e+01,-2.2423991516e+01,-1.6336569914e+01,-1.7908429609e+01,-1.8635629319e+01,-1.8284028928e+01,-1.9719817995e+01,-2.0169936171e+01,-1.9417164653e+01,-2.2667688138e+01,-1.4293541249e+01,-1.9386844380e+01,-1.8400624694e+01,-2.1248726987e+01,-1.8762474797e+01,-1.9655439624e+01,-1.6798497000e+01,-1.9226336560e+01,-1.8780873176e+01,-1.7721678933e+01,-1.7733530073e+01,-1.7373300992e+01,-1.9119644831e+01,-2.1685745016e+01,-1.7589771786e+01,-2.0164117614e+01,-1.8149739649e+01,-1.9109935158e+01,-2.1327239898e+01,-1.4355456235e+01,-1.8979691115e+01,2.0739382249e+00
GTO,Bent Cigar,1.4456060425e+04,2.0824687509e-02,2.3553508379e+04,8.7356887069e-01,2.2256448555e+02,6.1291923428e+02,1.1774095840e+00,2.0539304970e+04,1.0000051587e+04,1.1015404933e+05,8.1586449153e+04,3.7507406125e+05,1.5659752701e+04,1.0000000591e+04,8.9639407486e+00,1.0066745940e+04,7.3596020587e-01,7.5688822136e+04,1.6214209580e+04,1.0000602638e+04,1.0000005057e+04,1.2014795664e+03,4.9171345843e-01,4.9650980918e+05,1.7691005020e+04,9.8656870008e+03,5.2021561730e+05,1.7192683209e+04,2.5352171330e+05,1.0000040330e+04,7.0334646859e+04,1.4156425222e+05
GTO,Discus,1.0420486753e-05,1.5756628930e-02,7.9942043456e-01,3.1431902444e-06,7.0345369848e-03,2.4590394629e-02,5.2454185766e-04,3.1322116748e-08,1.8573856360e-03,3.2817783265e-05,1.1440684007e+00,4.6372860302e-07,2.1410685889e-02,1.6470328827e-04,1.0808473806e-05,4.2781868544e-04,1.0383918422e-05,1.8117365892e-06,1.2316265029e-11,3.2346700264e-07,4.5664891346e-06,2.3073310353e-04,6.2625972732e-06,1.1935500870e-02,3.6586413293e-05,1.0502655575e-08,1.2745773467e-05,8.6158980423e-06,4.2465662622e-02,9.0774022010e-05,6.9003906451e-02,2.4552189399e-01
GTO,High Conditioned Elliptic,1.7101538512e-05,2.0913059848e-07,6.9815901797e+01,4.2195383502e-06,1.7733694550e-01,5.1796997191e+00,1.0696365165e+02,2.2032450467e-02,1.3973650710e-06,6.9870590573e-02,1.1377989988e-01,6.8584094842e+00,6.1470368503e-02,4.2179268507e-07,1.6186064814e-01,1.2082077376e+00,9.3532307979e-04,3.2830398572e-04,9.9845505738e-12,3.2267587827e-01,2.7817524663e-03,2.2237494373e-06,1.7236012181e+01,1.4324552206e+00,7.8468399526e+00,9.3809038542e+01,1.0045399816e-10,6.1494342407e-05,2.2599436818e-02,9.0801415182e-01,1.0407132970e+01,2.7266222556e+01
GTO,Dixon-Price,6.6673787932e-01,6.6666806085e-01,6.6671971885e-01,6.6827993013e-01,6.9116734236e-01,6.6666666805e-01,6.6666667045e-01,6.6666872438e-01,6.6666982543e-01,6.6666684169e-01,6.6669567235e-01,6.6678507948e-01,7.4695124937e-01,6.6788175849e-01,6.6993098717e-01,6.6814057533e-01,6.6684752102e-01,6.6667594432e-01,6.6852505553e-01,6.6666666879e-01,6.6706898955e-01,6.6666672505e-01,6.6669168640e-01,6.6666905503e-01,6.6666667320e-01,6.6666681158e-01,6.6666858581e-01,6.7202398800e-01,6.6666688814e-01,6.6701275466e-01,6.7069381103e-01,1.4842237227e-02
GTO,HappyCat,3.2282846156e-01,4.7656311928e-01,5.0383976756e-01,4.9411670697e-01,3.9050615725e-01,4.2788508218e-01,4.2679333889e-01,3.7842440419e-01,3.7058218758e-01,3.2248769460e-01,4.3136330557e-01,4.6963023293e-01,3.1358901324e-01,3.4135495828e-01,4.7811771975e-01,3.6621738657e-01,2.8428836969e-01,3.6143827434e-01,4.9553551355e-01,3.1274211340e-01,4.2007548404e-01,2.8400491343e-01,4.9379535485e-01,4.8488454890e-01,4.0178655705e-01,5.3224923086e-01,4.2259363891e-01,3.1336953343e-01,2.7754061580e-01,2.4743505411e-01,3.9486795796e-01,7.9337472080e-02
GTO,Step,8.0000000000e+00,2.0000000000e+00,3.0000000000e+00,4.0000000000e+00,3.0000000000e+00,1.0000000000e+01,1.0000000000e+00,2.0000000000e+00,1.0000000000e+00,3.0000000000e+00,1.0000000000e+00,2.0000000000e+00,1.0000000000e+00,8.0000000000e+00,9.0000000000e+00,0.0000000000e+00,4.0000000000e+00,2.0000000000e+00,2.0000000000e+00,1.5000000000e+01,5.0000000000e+00,4.0000000000e+00,4.0000000000e+00,0.0000000000e+00,3.0000000000e+00,1.0000000000e+00,1.0000000000e+00,2.0000000000e+00,8.0000000000e+00,4.0000000000e+00,3.7666666667e+00,3.3831280726e+00
GTO,Bohachevsky,1.0498222240e+01,9.9778415392e+00,1.1547633417e+01,1.3753206482e+01,9.4532970829e+00,9.9181163528e+00,5.7679385688e+00,9.4482828534e+00,9.8609833206e+00,1.6148457000e+01,1.3659044780e+01,1.4574491289e+01,1.0910823282e+01,1.0685769221e+01,7.3485328392e+00,1.3037630195e+01,9.9186181568e+00,1.3016916531e+01,8.5862099627e+00,9.8661592958e+00,1.0868018861e+01,1.6984474353e+01,9.5234213970e+00,8.8802226174e+00,1.3647326875e+01,2.1966271604e+01,1.3067317723e+01,1.1467518932e+01,8.3982734673e+00,1.6742129076e+01,1.1650771644e+01,3.2732000839e+00
GTO,Quartic,1.8631652634e-03,1.1973226065e-03,4.9918451428e-03,3.6303090595e-03,2.4440405620e-03,3.9969552104e-03,3.7316006716e-03,1.9118085283e-03,1.9110172575e-03,2.7623930762e-03,4.8888390265e-03,9.4181476550e-04,2.9177067071e-03,4.9749132884e-03,4.4282922398e-03,2.5464077344e-03,4.3952841036e-03,1.7796505790e-03,2.9932814425e-03,3.2453436876e-03,3.4053553129e-03,9.6169236268e-04,2.3461267203e-03,8.3441942289e-04,3.2863318974e-03,1.3073309342e-03,3.5288618843e-03,1.3068051048e-03,1.1189555163e-03,2.8512597633e-03,2.7499709957e-03,1.2627949211e-03
GTO,Exponential,1.8754111843e-06,4.2722800853e-09,3.7638083703e-06,2.9350294639e-08,9.9058698466e-08,7.9783745832e-08,1.8792798429e-09,4.9429277955e-06,1.8887940290e-06,1.2457726505e-06,2.0061075027e-06,3.8468839191e-06,1.8383336911e-06,8.6387445641e-07,4.3876199621e-06,2.0827970459e-09,1.5815450102e-06,3.4249420575e-06,1.2707072303e-06,3.1190878769e-09,2.7877099518e-09,3.0088651126e-08,3.7310856844e-06,1.8198291030e-07,6.8346217574e-10,3.0747414503e-08,8.6335862226e-07,2.0907474740e-07,3.2604320288e-07,1.0718318455e-09,1.2844399427e-06,1.5346712880e-06
GTO,Alpine,1.0962318949e-01,4.8391426496e-01,1.4165356286e+00,5.5442802275e-01,1.0012768846e+00,1.7422696308e+00,5.5440477198e-01,3.2501045916e-01,2.7555092965e+00,4.5236067733e+00,2.6040987693e+00,3.8810474957e-01,4.2233553553e+00,2.2790110745e+00,1.3931741412e+00,2.9685718708e-01,4.1924956392e-02,8.0635286899e-01,6.0610871543e-01,4.9803542701e-01,1.4132804301e-01,1.6335752724e+00,7.0657197261e-01,4.8184681656e-01,1.7558218468e+00,4.0268719907e-01,1.2545220778e+00,8.5049597552e-01,3.7692293729e+00,2.5256667645e+00,1.3375115836e+00,1.2138949529e+00
GTO,Hybrid Function 1,3.8207000288e+01,1.8042502364e+01,2.5675568131e+01,7.7606717034e+00,3.0445682080e+01,3.0277756516e+01,3.7027786449e+01,5.3727758885e+00,2.0933699484e+01,4.1221571634e+01,1.8506208223e+01,6.5667344064e+00,4.2631059945e+01,2.0825827876e+01,1.7910668496e+01,3.1042616514e+01,2.9264237775e+01,1.6118309500e+01,3.2237821675e+01,2.8073396066e+01,1.7359486613e+01,1.0745539350e+01,3.0446004288e+01,3.2834588160e+01,3.7012410663e+01,1.4924644038e+01,2.1491138582e+01,2.6863840079e+01,2.4488569930e+01,2.8657987010e+01,2.4765536791e+01,9.9493110037e+00
GTO,Hybrid Function 2,1.4182513919e+01,1.4523357103e+01,1.6719110482e+01,1.4899473569e+01,1.5691601365e+01,1.5476296221e+01,1.5034044441e+01,1.4998257437e+01,1.4610720479e+01,1.3992120622e+01,1.6230438370e+01,1.4035561604e+01,1.5493769310e+01,1.5030700596e+01,1.4565859184e+01,1.4680563249e+01,1.4412959693e+01,1.5337191559e+01,1.5975167093e+01,1.4008926268e+01,1.4924845079e+01,1.4972287699e+01,1.6769391226e+01,1.5006717090e+01,1.4972331427e+01,1.4196293783e+01,1.5404262967e+01,1.4806836467e+01,1.4036508332e+01,1.3981904570e+01,1.4965667040e+01,7.5320692346e-01
GTO,Expanded Schaffer F6,5.5284161628e+00,1.0526946551e+01,8.3478937886e-01,1.0038842591e+01,8.6432608343e+00,1.0226516490e+01,8.7421409797e+00,9.2179146179e+00,8.5129763100e+00,4.3323796582e+00,5.4117453827e+00,7.4872412459e+00,1.9112010945e+00,8.4967026776e+00,3.7962951713e+00,8.1704072676e+00,5.3539797511e+00,4.5718405571e+00,2.8896959684e+00,6.8941524377e+00,3.8625411094e+00,7.0659114978e+00,7.6403837462e+00,4.4523353677e+00,3.5385552906e+00,5.7923527583e+00,8.1038509596e+00,9.7306581647e+00,9.8950574168e+00,4.3930699963e+00,6.5354053812e+00,2.6326529573e+00
GTO,Pathological,1.5617397118e+00,2.6670744352e+00,1.1006531364e+00,1.3448902586e+00,1.4368836023e-01,1.4808190447e+00,7.7214986774e-01,6.9166832549e-01,6.4293469988e-01,6.1638015588e-01,2.4550972531e+00,1.4745896336e+00,2.0619851298e+00,2.5558231493e+00,8.0639071010e-01,1.9977283057e+00,1.0731262320e+00,2.4812565556e+00,1.0953797641e+00,1.1480771384e+00,6.5511216490e-01,1.9942168753e+00,9.2315392767e-01,3.8066647005e-01,9.8438097882e-01,1.2244122937e+00,2.4170000518e+00,2.2210664262e+00,1.1075652632e+00,2.3366816845e+00,1.4138569335e+00,7.1811332804e-01
GTO,Periodic,1.0000000085e+00,1.0001032417e+00,1.0018524599e+00,1.0000743284e+00,1.0000084442e+00,1.0000040935e+00,1.0047156684e+00,1.0011235382e+00,1.0000014024e+00,1.0000007279e+00,1.0011255828e+00,1.0000000867e+00,1.0000226520e+00,1.0000575581e+00,1.0000003047e+00,1.0000971469e+00,1.0003174806e+00,1.0002058172e+00,1.0000001373e+00,1.0002198150e+00,1.0000000000e+00,1.0050980485e+00,1.0000000025e+00,1.0000012866e+00,1.0005290597e+00,1.0000002313e+00,1.0000000093e+00,1.0000000463e+00,1.0032117384e+00,1.0000320209e+00,1.0006267646e+00,1.3319246621e-03
GTO,Salomon,4.9987334585e-01,4.9987334585e-01,3.9987334585e-01,3.9987334585e-01,3.9987334585e-01,4.9987334585e-01,2.9987334585e-01,4.9987334585e-01,3.9987334585e-01,3.9987334585e-01,4.9987334585e-01,3.9987334585e-01,3.9987334585e-01,3.9987334585e-01,4.9987334585e-01,3.9987334585e-01,3.9987334585e-01,5.9987334585e-01,4.9987334585e-01,4.9987334585e-01,4.9987334585e-01,4.9987334585e-01,2.9987334585e-01,4.9987334585e-01,2.9987334585e-01,4.9987334585e-01,3.9987334585e-01,3.9987334585e-01,5.9987334585e-01,3.9987334585e-01,4.4320667918e-01,7.6084748070e-02
GTO,Styblinski-Tang,-1.1042648844e+03,-1.1184131662e+03,-1.1467064570e+03,-1.0755418454e+03,-1.1325742278e+03,-1.1465922256e+03,-1.1325723196e+03,-1.1323691858e+03,-1.1324990649e+03,-1.1043013752e+03,-1.1180331350e+03,-1.0901646568e+03,-1.1184085484e+03,-1.1042086629e+03,-1.1467077940e+03,-1.1466348733e+03,-1.1606264266e+03,-1.1466078164e+03,-1.1605744158e+03,-1.1608460311e+03,-1.1466686842e+03,-1.1325730062e+03,-1.1184333238e+03,-1.1749849499e+03,-1.1325733935e+03,-1.1322584422e+03,-1.1325744310e+03,-1.1042770299e+03,-1.1042604502e+03,-1.1749777266e+03,-1.1310742850e+03,2.3777120400e+01
GTO,Weierstrass,1.8172690307e+01,1.3034708483e+00,1.5155324392e+00,1.0407271764e+00,1.1032648191e+00,3.2181648383e+00,1.5256516316e+01,7.0103430509e+00,8.7443846339e+00,1.8826456486e+01,1.9734209627e+00,1.2904439743e+00,1.0172240874e+01,1.0755865834e+01,1.4594402605e+00,2.4550300364e+01,1.3596657003e+01,7.6697877719e+00,1.1502000369e+00,9.9265927390e-01,9.5073270444e+00,2.1363247601e+00,2.7993045585e+00,1.6501505579e+00,6.2119087895e+00,2.1555376155e+00,1.0498167974e+01,1.4254233666e+01,3.2170400835e+00,6.0038529604e-01,6.7610982538e+00,6.4206849187e+00
GTO,Xin-She Yang,3.5124371409e-12,3.5124356931e-12,3.5124352951e-12,3.5124352865e-12,3.5124352884e-12,3.5124353983e-12,3.5124353385e-12,3.5124352863e-12,3.5124352918e-12,3.5124352882e-12,3.9824342046e-12,3.5124352871e-12,3.5124353325e-12,4.0712305713e-12,3.5124353313e-12,3.5124369019e-12,3.5124353136e-12,5.1430864095e-12,3.9824342092e-12,3.5124352945e-12,3.5124360185e-12,3.5124352867e-12,3.5124352885e-12,3.5124399501e-12,3.5124869661e-12,3.5124352864e-12,3.5124352928e-12,3.5124354423e-12,3.5124352919e-12,3.5124352874e-12,3.6167521424e-12,3.2076019263e-13
GTO,Sum Of Different Powers,1.2400000000e-322,4.0500000000e-321,0.0000000000e+00,2.7470000000e-321,2.0000000000e-323,7.9000000000e-323,2.7070000000e-321,2.0000000000e-323,5.1368719287e-38,6.9000000000e-323,7.0700000000e-322,1.8230000000e-321,1.5300000000e-321,4.4000000000e-323,2.5000000000e-323,4.9000000000e-324,1.3289111785e-87,1.2550000000e-321,3.0000000000e-323,6.2350000000e-321,3.5000000000e-323,1.5000000000e-323,2.3700000000e-322,2.1900000000e-321,1.5000000000e-323,2.1700000000e-322,9.9000000000e-323,2.5740000000e-321,1.7050000000e-321,4.0000000000e-323,1.7122906429e-39,9.2209673098e-39
